rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
1010,1882.01,1882,396368313,396368313,1,,14h11m21.41s,212.839201,,,-75d49m59.53s,-75.833202,,,-6.75,0.063,0.063,0,1,-5.584,0.057,0.057,0,1,2458599.054,0.00138,0.00138,0,1,3.08991,0.00013,0.00013,0,1,1.675,0.115,0.115,0,1,5870,77934,77934,0,1,,,,0,1,4702.95,,,,,2307,,,,,11.2394,0.006,0.006,0,1,708.598,19.6255,19.6255,0,1,8828.7,271,271,0,1,4.39,0.07,0.07,0,1,,,,0,1,5/29/2020 16:35,5/31/2020 12:00
1011,1883.01,1883,348755728,348755728,1,,08h56m21.42s,134.089246,,,-12d55m50.32s,-12.930644,,,30.75,0.106,0.106,0,1,3.168,0.192,0.192,0,1,2458517.81,,,0,1,4.5059,,,0,1,1.973,,,0,1,9565,,,0,1,5,1,1,0,1,,,,,,,,,,,13.3462,0.008,0.008,0,1,115.369,0.8545,0.8545,0,1,3477,157,157,0,1,4.74303,0.008219,0.008219,0,1,0.493576,0.014963,0.014963,0,1,5/29/2020 16:35,5/31/2020 12:00
1012,1884.01,1884,219879302,219879302,1,,17h24m31.07s,261.129456,,,+67d59m20.84s,67.989121,,,-0.326,0.021,0.021,0,1,-6.855,0.027,0.027,0,1,2458684.18,0.00105,0.00105,0,1,6.78221,0.00005,0.00005,0,1,2.591,0.075,0.075,0,1,11430,3.30247,3.30247,0,1,9.4512,0.577928,0.577928,0,1,65.4473,,,,,792,,,,,12.6183,0.007,0.007,0,1,340.55,1.354,1.354,0,1,5225,130.9,130.9,0,1,4.5,0.09,0.09,0,1,0.88,0.05,0.05,0,1,5/29/2020 16:35,5/31/2020 12:00
1013,1885.01,1885,258510872,258510872,1,,20h18m39.65s,304.665223,,,+66d09m21.43s,66.155954,,,0.54,0.039,0.039,0,1,-3.806,0.04,0.04,0,1,2458716.124,0.00106,0.00106,0,1,6.54417,0.00006,0.00006,0,1,3.831,0.088,0.088,0,1,6500,0.695188,0.695188,0,1,14.4402,0.675693,0.675693,0,1,324.73,,,,,1182,,,,,11.9742,0.007,0.007,0,1,560.901,6.507,6.507,0,1,6232,123.2,123.2,0,1,4.03,0.08,0.08,0,1,1.76,0.08,0.08,0,1,5/29/2020 16:35,5/31/2020 12:00
1014,1886.01,1886,403136415,403136415,1,,22h14m14.33s,333.559696,,,-55d22m24.02s,-55.373338,,,4.93,0.028,0.028,0,1,-8.523,0.033,0.033,0,1,2458326.378,0.00219,0.00219,0,1,2.5127,0.00045,0.00045,0,1,2.411,0.173,0.173,0,1,20000,3,3,0,1,14,,,0,1,,,,,,,,,,,13.0934,0.006,0.006,0,1,529.373,5.9015,5.9015,0,1,5744,122,122,0,1,4.51952,,,0,1,0.924044,,,0,1,5/29/2020 16:35,5/31/2020 12:00
1015,1887.01,1887,229586455,229586455,1,,18h05m28.45s,271.368524,,,+75d08m44.26s,75.145628,,,-34.046,0.029,0.029,0,1,88.331,0.038,0.038,0,1,2458685.195,0.00292,0.00292,0,1,2.20016,0.00004,0.00004,0,1,1.652,0.267,0.267,0,1,1330,2.10634,2.10634,0,1,2.59667,0.269081,0.269081,0,1,147.932,,,,,971,,,,,12.2415,0.006,0.006,0,1,138.272,0.32,0.32,0,1,4250,171,171,0,1,4.58048,,,0,1,0.71,0.07,0.07,0,1,5/29/2020 16:35,5/31/2020 12:00
1016,1888.01,1888,459997997,459997997,1,FP,10h25m00.01s,156.250032,,,-60d34m30.51s,-60.575142,,,-21.982,0.048,0.048,0,1,9.122,0.043,0.043,0,1,2458573.562,0.007,0.007,0,1,5.5501,0.00113,0.00113,0,1,5.174,1.187,1.187,0,1,3613.12,11.9429,11.9429,0,1,13.5383,1.16396,1.16396,0,1,3379.46,,,,,2124,,,,,10.4748,0.006,0.006,0,1,521.829,6.945,6.945,0,1,7397,237.3,237.3,0,1,4.1,0.62,0.62,0,1,2.05,0.13,0.13,0,1,5/29/2020 16:35,5/31/2020 12:00
1017,1889.01,1889,139771134,139771134,1,,21h36m30.78s,324.128236,,,-52d30m47.16s,-52.513101,,,20.985,0.027,0.027,0,1,-16.051,0.027,0.027,0,1,2458326.071,,,0,1,0.913781,,,0,1,1.213647,,,0,1,6240,,,0,1,,,,0,1,,,,,,,,,,,12.5093,0.006,0.006,0,1,211.794,0.867,0.867,0,1,4791,4675.9,4675.9,0,1,,,,0,1,0.771805,0.062276,0.062276,0,1,5/29/2020 16:35,6/17/2020 10:00
1018,189.01,189,278866211,278866211,1,FP,06h43m13.87s,100.807811,,,-55d14m39.75s,-55.244376,,,-11,0.049,0.049,0,1,41.214,0.056,0.056,0,1,2458327.358,0.000613,0.000613,0,1,2.194097,0.000041,0.000041,0,1,1.956189,0.036019,0.036019,0,1,5681.89209,129.557159,129.557159,0,1,14.822882,8.219116,8.219116,0,1,2348.02002,,,,,1939,,,,,10.2638,0.006,0.006,0,1,181.879,0.811,0.811,0,1,6054,193,193,0,1,4.39416,0.333298,0.333298,0,1,1.1174,0.170754,0.170754,0,1,10/19/2018 23:49,12/17/2019 10:00
1019,1890.01,1890,288636599,288636599,1,,18h38m58.68s,279.744502,,,+79d14m18.06s,79.23835,,,3.785,0.038,0.038,0,1,9.982,0.053,0.053,0,1,2458686.009,0.00217,0.00217,0,1,19.9677,0.00034,0.00034,0,1,6.17,0.169,0.169,0,1,5680,0.685188,0.685188,0,1,9.72128,0.482625,0.482625,0,1,72.1248,,,,,811,,,,,11.6819,0.013,0.013,0,1,372.335,3.3275,3.3275,0,1,5857,153.6,153.6,0,1,4.26,0.08,0.08,0,1,1.27,0.06,0.06,0,1,5/29/2020 16:35,5/31/2020 12:00
1020,1891.01,1891,139198430,139198430,1,,23h02m31.44s,345.630986,,,-46d05m06.7s,-46.085195,,,-24.1,1.3,1.3,0,1,-2.1,1.4,1.4,0,1,2458333.092,0.000901,0.000901,0,1,,,,0,1,1.95068,13.208411,13.208411,0,1,4013.930371,82968.43,82968.43,0,1,13.791885,23.491295,23.491295,0,1,109.48139,,,,,825.001664,,,,,9.3059,0.006,0.006,0,1,135.265,,,0,1,5984,192,192,0,1,4.30752,2.00392,2.00392,0,1,1.21977,1.21977,1.21977,0,1,5/29/2020 16:46,6/17/2020 10:00
1021,1892.01,1892,63698669,63698669.01,1,,00h20m39.68s,5.165323,,,-33d59m04.11s,-33.984476,,,67.063,0.062,0.062,0,1,-13.027,0.047,0.047,0,1,2458364.632,0.009577,0.009577,0,1,,,,0,1,5.068965,0.911191,0.911191,0,1,294.921391,48.804676,48.804676,0,1,1.468235,1.319037,1.319037,0,1,82.674815,,,,,769.065018,,,,,9.9312,0.006,0.006,0,1,97.4697,0.375,0.375,0,1,5256,183,183,0,1,4.55251,0.28354,0.28354,0,1,0.831552,0.10714,0.10714,0,1,5/29/2020 16:46,5/31/2020 12:00
1022,1893.01,1893,264544388,264544388,1,,21h45m45.21s,326.438392,,,+79d36m50.18s,79.613939,,,23.5,0.045,0.045,0,1,18.487,0.047,0.047,0,1,2458824.861,0.011409,0.011409,0,1,,,,0,1,16.20002,0.854727,0.854727,0,1,560.400439,63.8369,63.8369,0,1,3.96469,0.296118,0.296118,0,1,95.417023,,,,,797.124605,,,,,8.43389,0.006,0.006,0,1,134.912,0.4745,0.4745,0,1,6996,129.479,129.479,0,1,4.29542,0.084464,0.084464,0,1,1.46151,0.055482,0.055482,0,1,5/29/2020 16:46,5/31/2020 12:00
1023,1894.01,1894,280865159,280865159,1,,06h43m11.66s,100.798591,,,-78d16m51.94s,-78.281094,,,39.23,2,2,0,1,56.87,2,2,0,1,2458387.062,0.015904,0.015904,0,1,,,,0,1,18.163164,1.079068,1.079068,0,1,437.08594,53.05072,53.05072,0,1,2.382593,2.408501,2.408501,0,1,19.166216,,,,,533.64672,,,,,10.7519,0.021,0.021,0,1,178.372,,,0,1,5611,187,187,0,1,4.37718,2.00393,2.00393,0,1,1.0692,1.0692,1.0692,0,1,5/29/2020 16:46,5/31/2020 12:00
1024,1895.01,1895,384159646,384159646,1,,16h14m51.23s,243.713459,,,-81d40m50.15s,-81.680597,,,-17.507,0.044,0.044,0,1,-31.801,0.048,0.048,0,1,2458630.394,0.001568,0.001568,0,1,,,,0,1,5.026435,0.154027,0.154027,0,1,2544.80931,135.37355,135.37355,0,1,6.655543,1.040552,1.040552,0,1,33.810129,,,,,615.008981,,,,,9.7556,0.006,0.006,0,1,206.229,1.188,1.188,0,1,6762,202,202,0,1,4.39031,0.377145,0.377145,0,1,1.27155,0.189203,0.189203,0,1,5/29/2020 16:46,5/31/2020 12:00
1025,1896.01,1896,174302697,174302697,1,,23h28m42.87s,352.17861,,,+47d20m58.28s,47.349521,,,56.957,0.046,0.046,0,1,0.365,0.042,0.042,0,1,2458743.727,0.00237,0.00237,0,1,,,,0,1,16.104628,0.169595,0.169595,0,1,2816.522418,115.85219,115.85219,0,1,8.955629,0.435471,0.435471,0,1,254.64078,,,,,1018.830033,,,,,8.88374,0.006,0.006,0,1,169.851,0.914,0.914,0,1,6750,178.876,178.876,0,1,4.18569,0.092477,0.092477,0,1,1.60572,0.068231,0.068231,0,1,5/29/2020 16:46,5/31/2020 12:00
1026,1897.01,1897,420645189,420645189,1,,03h13m28.9s,48.370422,,,+75d16m06.16s,75.268379,,,48.29,0.042,0.042,0,1,14.617,0.056,0.056,0,1,2458837.477,0.00436,0.00436,0,1,,,,0,1,6.599686,0.290728,0.290728,0,1,2491.714746,135.71632,135.71632,0,1,6.103814,0.35463,0.35463,0,1,97.049296,,,,,800.512,,,,,10.1374,0.006,0.006,0,1,158.493,0.8355,0.8355,0,1,5937,142.24,142.24,0,1,4.44855,0.077554,0.077554,0,1,1.02867,0.047437,0.047437,0,1,5/29/2020 16:46,5/31/2020 12:00
1027,1898.01,1898,91987762,91987762.01,1,,09h38m13.27s,144.5553,,,+23d32m48.29s,23.546746,,,-64.433,0.106,0.106,0,1,-41.485,0.093,0.093,0,1,2458894.254,0.001342,0.001342,0,1,,,,0,1,4.278643,0.111253,0.111253,0,1,1658.404772,52.787655,52.787655,0,1,7.163873,0.403563,0.403563,0,1,201.524727,,,,,960.95231,,,,,7.4098,0.006,0.006,0,1,79.6682,0.44,0.44,0,1,6303.91,141.811,141.811,0,1,4.11765,0.092449,0.092449,0,1,1.61034,0.079598,0.079598,0,1,5/29/2020 16:46,6/18/2020 12:00
1028,1899.01,1899,172370679,172370679,1,,19h57m42.44s,299.426847,,,+40d08m36.05s,40.143346,,,35.427,0.025,0.025,0,1,18.828,0.029,0.029,0,1,2458711.959,0.002108,0.002108,0,1,,,,0,1,4.926248,0.181086,0.181086,0,1,30464.18086,908.88306,908.88306,0,1,11.324759,0.443605,0.443605,0,1,4.331583,,,,,367.943738,,,,,12.5826,0.007,0.007,0,1,128.438,0.25,0.25,0,1,3854,157,157,0,1,4.63619,0.011012,0.011012,0,1,0.617863,0.018182,0.018182,0,1,5/29/2020 16:46,5/31/2020 12:00
1029,190.01,190,166739520,166739520,1,KP,02h27m06.19s,36.775811,,,-50d17m03.93s,-50.284425,,,59.958,0.038,0.038,0,1,24.743,0.036,0.036,0,1,2458357.572,0.000478,0.000478,0,1,10.020817,0.000175,0.000175,0,1,5.79945,0.035616,0.035616,0,1,8256.898438,52.415806,52.415806,0,1,10.928113,0.06793,0.06793,0,1,181.294022,,,,,935.870178,,,,,9.6411,0.006,0.006,0,1,157.963,0.634,0.634,0,1,6038,,,0,1,4.35513,,,0,1,1.17,,,0,1,10/22/2018 19:57,3/4/2020 13:49
1030,1900.01,1900,178879588,178879588,1,KP,04h29m40.46s,67.418582,,,-28d11m49.97s,-28.197215,,,5.777,0.022,0.022,0,1,16.81,0.029,0.029,0,1,2458439.388,0.0019,0.0019,0,1,3.05548,0.00053,0.00053,0,1,2.429,0.386,0.386,0,1,12430,14.2701,14.2701,0,1,12.0553,,,0,1,573.805,,,,,1363,,,,,13.2554,0.008,0.008,0,1,623.232,6.0345,6.0345,0,1,5735,122,122,0,1,4.41,,,0,1,1.04,,,0,1,5/29/2020 17:45,5/29/2020 12:37
1031,1901.01,1901,19684256,19684256.01,1,KP,09h20m21.02s,140.087589,,,-31d16m09.16s,-31.269212,,,-20.014,0.03,0.03,0,1,21.252,0.032,0.032,0,1,2458518.445,0.00062,0.00062,0,1,1.36672,0.00003,0.00003,0,1,1.993,0.06,0.06,0,1,20810,4.67976,4.67976,0,1,15.0824,,,0,1,1351.93,,,,,1689,,,,,13.1758,0.012,0.012,0,1,555.134,6.057,6.057,0,1,5790.4,89.4,89.4,0,1,4.44,,,0,1,1.02,,,0,1,5/29/2020 17:45,5/29/2020 12:37
1032,1902.01,1902,272212970,272212970,1,KP,12h00m50.11s,180.208788,,,-46d08m11.11s,-46.13642,,,-6.082,0.03,0.03,0,1,0.801,0.022,0.022,0,1,2458572.506,0.00174,0.00174,0,1,1.60906,0.00021,0.00021,0,1,1.602,0.132,0.132,0,1,13150,10.7999,10.7999,0,1,16.8252,,,0,1,1013.69,,,,,1571,,,,,13.174,0.006,0.006,0,1,960.109,23.4625,23.4625,0,1,6393,122,122,0,1,4.24,,,0,1,1.43,,,0,1,5/29/2020 17:45,5/29/2020 12:37
1033,1903.01,1903,77156657,77156657.01,1,KP,04h32m32.75s,68.136479,,,-38d58m05.87s,-38.968297,,,-0.767,0.034,0.034,0,1,5.443,0.042,0.042,0,1,2458413.13,0.00234,0.00234,0,1,3.83988,0.00033,0.00033,0,1,5.629,0.248,0.248,0,1,4778.63,1.24814,1.24814,0,1,15.8369,0.418936,0.418936,0,1,1711.62,,,,,1791,,,,,11.8831,0.006,0.006,0,1,715.383,10.6205,10.6205,0,1,5909,61.2,61.2,0,1,4.42,2,2,0,1,2.08,0.04,0.04,0,1,5/29/2020 17:45,5/29/2020 12:37
1034,1904.01,1904,272213425,272213425,1,KP,12h00m39.62s,180.165072,,,-45d47m58.04s,-45.799456,,,-8.604,0.046,0.046,0,1,-2.95,0.035,0.035,0,1,2458575.109,0.00146,0.00146,0,1,4.32486,0.00063,0.00063,0,1,4.284,0.158,0.158,0,1,6600,1.8292,1.8292,0,1,17.6228,0.907547,0.907547,0,1,1081.17,,,,,1597,,,,,11.1138,0.006,0.006,0,1,564.409,11.2915,11.2915,0,1,6457,134.1,134.1,0,1,3.9,0.09,0.09,0,1,2.13,0.1,0.1,0,1,5/29/2020 17:45,5/29/2020 12:37
1035,1905.01,1905,429302040,429302040,1,KP,12h33m32.74s,188.386428,,,-10d08m46.37s,-10.146214,,,-96.647,0.11,0.11,0,1,-9.483,0.058,0.058,0,1,2458574.142,0.0002,0.0002,0,1,5.72226,0.00011,0.00011,0,1,2.648,0.03,0.03,0,1,25549,1.30739,1.30739,0,1,12.8433,0.928107,0.928107,0,1,37.0251,,,,,687,,,,,10.418,0.006,0.006,0,1,64.7414,0.26065,0.26065,0,1,4233.2,164.2,164.2,0,1,4.64,,,0,1,0.73,0.05,0.05,0,1,5/29/2020 17:45,5/29/2020 12:37
1036,1906.01,1906,308098254,308098254,1,KP,11h13m10.3s,168.292908,,,-17d39m28s,-17.657779,,,6.008,0.077,0.077,0,1,-7.754,0.047,0.047,0,1,2458548.345,0.00129,0.00129,0,1,9.62642,0.0011,0.0011,0,1,4.415,0.5,0.5,0,1,10310,6.13988,6.13988,0,1,12.4643,0.730824,0.730824,0,1,147.25,,,,,970,,,,,11.5688,0.006,0.006,0,1,310.841,4.0695,4.0695,0,1,5473,123.4,123.4,0,1,4.26,0.08,0.08,0,1,1.2,0.06,0.06,0,1,5/29/2020 17:45,5/29/2020 12:37
1037,1907.01,1907,453789494,453789494,1,KP,13h17m44.1s,199.433742,,,-47d14m15.27s,-47.237575,,,-15.976,0.072,0.072,0,1,0.505,0.066,0.066,0,1,2458598.805,0.00083,0.00083,0,1,5.47744,0.00034,0.00034,0,1,5.462,0.345,0.345,0,1,8373.78,1.70742,1.70742,0,1,20.4059,1.18358,1.18358,0,1,1517.79,,,,,1738,,,,,10.7316,0.006,0.006,0,1,538.11,14.866,14.866,0,1,6942,195.8,195.8,0,1,3.94,0.61,0.61,0,1,2.03,0.11,0.11,0,1,5/29/2020 17:45,5/29/2020 12:37
1038,1908.01,1908,37718056,37718056.01,1,KP,00h16m35.12s,4.146347,,,-10d58m35.12s,-10.976423,,,1.827,0.083,0.083,0,1,-1.504,0.042,0.042,0,1,2458384.094,0.00142,0.00142,0,1,3.65688,0.00053,0.00053,0,1,3.542,0.138,0.138,0,1,7040,2.33649,2.33649,0,1,12.8031,0.709584,0.709584,0,1,903.013,,,,,1527,,,,,11.7083,0.007,0.007,0,1,524.993,12.2925,12.2925,0,1,6239,126.7,126.7,0,1,4.15,0.09,0.09,0,1,1.53,0.08,0.08,0,1,5/29/2020 17:45,5/29/2020 12:37
1039,1909.01,1909,232038798,232038798,1,KP,06h26m58.71s,96.744643,,,-46d49m16.91s,-46.821364,,,0.077,0.042,0.042,0,1,20.496,0.038,0.038,0,1,2458471.25,0.00064,0.00064,0,1,4.15323,0.00011,0.00011,0,1,1.999,0.08,0.08,0,1,20575.8,441.556,441.556,0,1,12.3569,2.46643,2.46643,0,1,499.927,,,,,1317,,,,,11.3187,0.006,0.006,0,1,303.941,1.8995,1.8995,0,1,5818.8,409.4,409.4,0,1,4.24,0.39,0.39,0,1,0.78,0.11,0.11,0,1,5/29/2020 17:45,5/29/2020 12:37
1040,191.01,191,183532609,183532609,1,KP,23h59m36.21s,359.900874,,,-35d01m52.81s,-35.031335,,,109.747,0.06,0.06,0,1,7.614,0.06,0.06,0,1,2458358.92,0.000342,0.000342,0,1,8.159165,0.000501,0.000501,0,1,4.437074,0.026217,0.026217,0,1,15535.47461,185.400406,185.400406,0,1,12.359505,0.090212,0.090212,0,1,48.07373,,,,,671.578369,,,,,9.1468,0.006,0.006,0,1,89.9606,0.3633,0.3633,0,1,5600,,,0,1,4.50501,,,0,1,0.94,,,0,1,10/22/2018 19:57,3/4/2020 13:49
1041,1910.01,1910,437261733,437261733,1,KP,11h21m17.84s,170.324325,,,-22d23m17.44s,-22.388177,,,-24.166,0.048,0.048,0,1,0.929,0.034,0.034,0,1,2458548.791,0.00207,0.00207,0,1,5.41792,0.00127,0.00127,0,1,3.522,0.224,0.224,0,1,13980,12.8765,12.8765,0,1,13.1617,,,0,1,260.226,,,,,1118,,,,,13.2958,0.007,0.007,0,1,642.884,13.6555,13.6555,0,1,5652,122,122,0,1,4.36,,,0,1,1.1,,,0,1,5/29/2020 17:45,5/29/2020 12:37
1042,1911.01,1911,44745133,44745133.01,1,KP,04h06m37.87s,61.657801,,,-25d20m58.8s,-25.349667,,,3.997,0.022,0.022,0,1,9.892,0.032,0.032,0,1,2458415.755,0.00614,0.00614,0,1,7.81876,0.00154,0.00154,0,1,4.968,0.346,0.346,0,1,3110,3.4873,3.4873,0,1,9.22222,0.571454,0.571454,0,1,260.731,,,,,1119,,,,,12.5757,0.007,0.007,0,1,679.761,8.625,8.625,0,1,5549,123.1,123.1,0,1,4,0.08,0.08,0,1,1.64,0.08,0.08,0,1,5/29/2020 17:45,5/29/2020 12:37
1043,1912.01,1912,50712784,50712784.01,1,KP,08h25m21.08s,126.337825,,,-11d30m03.56s,-11.500989,,,-5.388,0.049,0.049,0,1,-0.587,0.04,0.04,0,1,2458492.281,0.00712,0.00712,0,1,5.40542,0.00282,0.00282,0,1,4.712,0.535,0.535,0,1,3590,10.0568,10.0568,0,1,9.83634,0.716572,0.716572,0,1,898.65,,,,,1525,,,,,10.5579,0.006,0.006,0,1,343.08,4.094,4.094,0,1,6410,128.8,128.8,0,1,4.14,0.09,0.09,0,1,1.59,0.07,0.07,0,1,5/29/2020 17:45,5/29/2020 12:37
1044,1913.01,1913,53458803,53458803.01,1,KP,06h51m23.38s,102.847425,,,-29d03m31.16s,-29.058655,,,-16.382,0.034,0.034,0,1,-7.264,0.04,0.04,0,1,2458471.969,0.00068,0.00068,0,1,3.34862,0.00009,0.00009,0,1,3.299,0.058,0.058,0,1,11170,1.02628,1.02628,0,1,13.1954,0.666542,0.666542,0,1,617.947,,,,,1389,,,,,11.8656,0.007,0.007,0,1,389.57,3.9105,3.9105,0,1,5711,124,124,0,1,4.27,0.07,0.07,0,1,1.23,0.06,0.06,0,1,5/29/2020 17:45,5/29/2020 12:37
1045,1914.01,1914,53750200,53750200.01,1,KP,06h54m04.17s,103.517356,,,-27d03m01.5s,-27.050416,,,-0.139,0.037,0.037,0,1,-4.758,0.042,0.042,0,1,2458469.001,0.00304,0.00304,0,1,4.19268,0.00045,0.00045,0,1,1.729,0.173,0.173,0,1,4240,3.38423,3.38423,0,1,10.9859,0.592876,0.592876,0,1,198.538,,,,,1045,,,,,12.2309,0.009,0.009,0,1,737.668,13.944,13.944,0,1,6405,128.2,128.2,0,1,4.13,0.09,0.09,0,1,1.63,0.07,0.07,0,1,5/29/2020 17:45,5/29/2020 12:37
1046,1915.01,1915,98283926,98283926.01,1,KP,07h13m48.58s,108.452399,,,-33d26m14.45s,-33.437346,,,0.759,0.026,0.026,0,1,-2.879,0.032,0.032,0,1,2458492.265,0.00224,0.00224,0,1,2.29183,0.00038,0.00038,0,1,3.129,0.312,0.312,0,1,11090,6.4251,6.4251,0,1,13.4725,,,0,1,1834.77,,,,,1823,,,,,13.1472,0.006,0.006,0,1,800.377,10.401,10.401,0,1,6208,122,122,0,1,4.31,,,0,1,1.27,,,0,1,5/29/2020 17:45,5/29/2020 12:37
1047,1916.01,1916,98545929,98545929.01,1,KP,07h16m25.09s,109.104521,,,-31d14m39.82s,-31.244395,,,-2.42,0.045,0.045,0,1,2.44,0.047,0.047,0,1,2458492.327,0.00372,0.00372,0,1,1.88851,0.00057,0.00057,0,1,3.515,0.324,0.324,0,1,4990,4.14302,4.14302,0,1,14.6297,0.947084,0.947084,0,1,12565.4,,,,,2949,,,,,12.4539,0.006,0.006,0,1,1458.83,65.705,65.705,0,1,8549,152.1,152.1,0,1,4.11,0.08,0.08,0,1,2.12,0.12,0.12,0,1,5/29/2020 17:45,5/29/2020 12:37
1048,1917.01,1917,339522221,339522221,1,KP,19h46m45.23s,296.688442,,,-63d33m56.34s,-63.565649,,,19.406,0.05,0.05,0,1,-12.796,0.045,0.045,0,1,2458655.298,0.00125,0.00125,0,1,1.82069,0.00016,0.00016,0,1,3.049,0.118,0.118,0,1,12340,2.69921,2.69921,0,1,15.6593,0.791515,0.791515,0,1,2440.7,,,,,1958,,,,,12.0457,0.006,0.006,0,1,514.555,10.008,10.008,0,1,6155,132.9,132.9,0,1,4.24,0.08,0.08,0,1,1.35,0.07,0.07,0,1,5/29/2020 17:45,5/29/2020 12:37
1049,1918.01,1918,308425348,308425348,1,KP,11h10m19.88s,167.582816,,,-58d58m58.75s,-58.982985,,,-10.042,0.053,0.053,0,1,4.282,0.044,0.044,0,1,2458571.791,0.00869,0.00869,0,1,3.39829,0.00088,0.00088,0,1,2.634,0.407,0.407,0,1,4340,15.7058,15.7058,0,1,7.06633,0.581413,0.581413,0,1,662.808,,,,,1413,,,,,12.2876,0.006,0.006,0,1,477.322,7.041,7.041,0,1,6271,133.8,133.8,0,1,4.45,0.08,0.08,0,1,1.09,0.05,0.05,0,1,5/29/2020 17:45,5/29/2020 12:37
1050,1919.01,1919,102192004,102192004,1,KP,13h03m10.56s,195.794015,,,-41d23m05.5s,-41.384862,,,0.043,0.071,0.071,0,1,-5.784,0.112,0.112,0,1,2458575.158,0.00162,0.00162,0,1,4.23349,0.00062,0.00062,0,1,1.613,0.402,0.402,0,1,7020,24.5834,24.5834,0,1,13.278,1.05815,1.05815,0,1,269.982,,,,,1129,,,,,11.3287,0.006,0.006,0,1,410.149,10.13,10.13,0,1,6333.7,125.3,125.3,0,1,4.21,0.09,0.09,0,1,1.46,0.08,0.08,0,1,5/29/2020 17:45,5/29/2020 12:37
1051,192.01,192,183537452,183537452,1,KP,23h51m31.01s,357.879198,,,-39d54m25.64s,-39.907121,,,-56.853,0.041,0.041,0,1,-88.865,0.048,0.048,0,1,2458356.415,0.000268,0.000268,0,1,3.922743,0.000074,0.000074,0,1,2.616187,0.028454,0.028454,0,1,11502.26953,71.865799,71.865799,0,1,8.569172,0.129548,0.129548,0,1,150.072052,,,,,892.677734,,,,,10.2499,0.006,0.006,0,1,87.5953,0.3106,0.3106,0,1,4800,,,0,1,4.53527,,,0,1,0.81,,,0,1,10/22/2018 19:57,3/4/2020 13:49
1052,1920.01,1920,363851359,363851359,1,KP,13h22m32.37s,200.634864,,,-44d41m19.82s,-44.688839,,,-3.451,0.054,0.054,0,1,-7.915,0.093,0.093,0,1,2458599.238,0.00385,0.00385,0,1,2.54317,0.00078,0.00078,0,1,2.106,0.219,0.219,0,1,5740,12.2851,12.2851,0,1,10.1496,,,0,1,455.425,,,,,1286,,,,,13.2755,0.006,0.006,0,1,748.585,22.0285,22.0285,0,1,5652,122,122,0,1,4.2,,,0,1,1.31,,,0,1,5/29/2020 17:45,5/29/2020 12:37
1053,1921.01,1921,112099249,112099249,1,KP,13h58m04.08s,209.51701,,,-30d20m53.35s,-30.348153,,,-4.362,0.06,0.06,0,1,-5.087,0.057,0.057,0,1,2458604.171,0.00197,0.00197,0,1,5.17958,0.00122,0.00122,0,1,4.524,0.166,0.166,0,1,7620,2.24479,2.24479,0,1,14.829,0.819083,0.819083,0,1,669.018,,,,,1416,,,,,12.1577,0.008,0.008,0,1,663.231,16.5585,16.5585,0,1,6116,124.8,124.8,0,1,4.07,0.08,0.08,0,1,1.65,0.09,0.09,0,1,5/29/2020 17:45,5/29/2020 12:37
1054,1922.01,1922,112604564,112604564,1,KP,07h29m40.61s,112.419225,,,-29d56m16.5s,-29.937916,,,2.67,0.134,0.134,0,1,-5.024,0.162,0.162,0,1,2458496.307,0.00237,0.00237,0,1,4.57778,0.00109,0.00109,0,1,3.574,0.27,0.27,0,1,10660,7.81247,7.81247,0,1,18.5841,1.82121,1.82121,0,1,773.768,,,,,1469,,,,,12.3213,0.01,0.01,0,1,878.521,73.855,73.855,0,1,6687,136.3,136.3,0,1,4.09,0.11,0.11,0,1,1.78,0.17,0.17,0,1,5/29/2020 17:45,5/29/2020 12:37
