rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
1532,512.01,512,119292328,119292328,1,,06h26m35.21s,96.646702,,,-38d36m25.96s,-38.60721,,,3.004,0.042,0.042,0,1,-109.019,0.044,0.044,0,1,2458492.784,0.004878,0.004878,0,1,7.187118,0.002616,0.002616,0,1,2.862583,0.505017,0.505017,0,1,299.916809,37.084618,37.084618,0,1,1.665999,0.957696,0.957696,0,1,134.17868,,,,,868.041809,,,,,8.9767,0.006,0.006,0,1,67.3975,0.11655,0.11655,0,1,5581,187,187,0,1,4.52166,0.26533,0.26533,0,1,0.901914,0.105192,0.105192,0,1,3/18/2019 17:05,12/17/2019 10:00
1533,513.01,513,431999925,431999925,1,FP,08h03m09.59s,120.789948,,,-20d00m36.33s,-20.010091,,,64.87,2,2,0,1,-60.53,2,2,0,1,2458492.93,0.008993,0.008993,0,1,1.445433,0.000968,0.000968,0,1,3.684343,0.720241,0.720241,0,1,16635.28906,2183.406738,2183.406738,0,1,3.493627,0.975823,0.975823,0,1,29.257727,,,,,593.170959,,,,,14.7095,0.007,0.007,0,1,190.2254,,,0,1,3266,101,101,0,1,4.98546,0.527945,0.527945,0,1,0.269,0.06,0.06,0,1,3/18/2019 17:05,12/17/2019 10:00
1534,514.01,514,366576758,366576758,1,KP,08h31m31.9s,127.882912,,,+11d55m20.12s,11.922255,,,-13.149,0.061,0.061,0,1,-2.452,0.037,0.037,0,1,2458495.846,0.00294,0.00294,0,1,11.388472,0.004193,0.004193,0,1,3.8512,0.322052,0.322052,0,1,17119.67578,970.042053,970.042053,0,1,10.782324,0.988451,0.988451,0,1,45.402359,,,,,662.047791,,,,,13.6674,0.008,0.008,0,1,475.758,8.116,8.116,0,1,5027,,,0,1,4.51935,,,0,1,0.83,,,0,1,3/18/2019 17:05,12/17/2019 10:00
1535,515.01,515,366622912,366622912,1,,08h32m16.1s,128.067093,,,+11d37m50.56s,11.63071,,,-9.569,0.06,0.06,0,1,-2.149,0.04,0.04,0,1,2458493.283,0.001202,0.001202,0,1,3.115247,0.000286,0.000286,0,1,2.299143,0.104384,0.104384,0,1,25478.15234,814.378601,814.378601,0,1,15.83531,0.706427,0.706427,0,1,314.14386,,,,,1073.746826,,,,,13.7988,0.007,0.007,0,1,442.813,6.8055,6.8055,0,1,4973,172,172,0,1,4.438,,,0,1,1,,,0,1,3/18/2019 17:05,3/25/2020 12:00
1536,516.01,516,318937509,318937509,1,FP,07h29m31.57s,112.381555,,,+02d50m52.63s,2.847953,,,18.804,0.151,0.151,0,1,-38.756,0.11,0.11,0,1,2458492.65,0.000949,0.000949,0,1,1.04855,0.000073,0.000073,0,1,1.062799,0.058793,0.058793,0,1,34644.95313,2105.839355,2105.839355,0,1,4.183797,0.977004,0.977004,0,1,26.919249,,,,,580.945618,,,,,14.114,0.009,0.009,0,1,150.5,2.0185,2.0185,0,1,3109,98,98,0,1,5.06577,0.548895,0.548895,0,1,0.202,0.046,0.046,0,1,3/18/2019 17:05,1/14/2020 23:23
1537,517.01,517,308307606,308307606,1,FP,08h00m47.98s,120.199911,,,-60d51m56.28s,-60.865633,,,-5.8,0.03,0.03,0,1,11.426,0.032,0.032,0,1,2458496.578,0.003205,0.003205,0,1,15.00263,0.004596,0.004596,0,1,2.451605,0.266214,0.266214,0,1,10534.36719,1028.245117,1028.245117,0,1,11.937991,11.974361,11.974361,0,1,64.217621,,,,,721.99353,,,,,13.2361,0.006,0.006,0,1,416.217,2.6445,2.6445,0,1,5522,180,180,0,1,4.39493,,,0,1,1.03562,1.03562,1.03562,0,1,3/18/2019 17:05,12/17/2019 10:00
1538,518.01,518,264979636,264979636,1,,07h42m52.03s,115.71678,,,+08d52m00.86s,8.866906,,,-11.23,0.079,0.079,0,1,-13.192,0.058,0.058,0,1,2458495.79,0.003243,0.003243,0,1,17.878969,0.004585,0.004585,0,1,2.124101,0.809095,0.809095,0,1,976.801575,136.645462,136.645462,0,1,3.618524,4.193206,4.193206,0,1,63.765594,,,,,720.719604,,,,,10.1432,0.006,0.006,0,1,159.814,1.219,1.219,0,1,5596,187,187,0,1,4.32233,0.294962,0.294962,0,1,1.13674,0.151592,0.151592,0,1,3/18/2019 17:05,12/19/2019 12:00
1539,519.01,519,218795833,218795833,1,,08h18m25.62s,124.606758,,,-19d39m46.05s,-19.662792,,,-41.992,0.095,0.095,0,1,29.095,0.073,0.073,0,1,2458491.877,0.000411,0.000411,0,1,1.265223,0.000036,0.000036,0,1,1.240773,0.032097,0.032097,0,1,139604.1563,2458.298096,2458.298096,0,1,9.497154,2.123624,2.123624,0,1,30.804203,,,,,600.858521,,,,,14.4347,0.007,0.007,0,1,115.557,0.9295,0.9295,0,1,3225,100,100,0,1,5.00457,0.531516,0.531516,0,1,0.251,0.056,0.056,0,1,3/18/2019 17:05,3/25/2020 12:00
1540,520.01,520,148479278,148479278,1,,06h50m37.91s,102.657977,,,-37d57m36.7s,-37.960195,,,-12.079,0.048,0.048,0,1,9.031,0.058,0.058,0,1,2458491.707,0.003087,0.003087,0,1,0.522797,0.000125,0.000125,0,1,2.014599,0.467167,0.467167,0,1,139.104523,18.818766,18.818766,0,1,1.809812,1.658171,1.658171,0,1,25622.3457,,,,,3226.817871,,,,,9.3777,0.006,0.006,0,1,222.315,1.5185,1.5185,0,1,7450,211,211,0,1,4.33986,0.416811,0.416811,0,1,1.46403,0.257435,0.257435,0,1,3/18/2019 17:05,12/17/2019 10:00
1541,521.01,521,27649847,27649847.01,1,,08h13m22.62s,123.344257,,,+12d13m19.59s,12.222108,,,90.409,0.092,0.092,0,1,80.695,0.05,0.05,0,1,2458492.723,0.00257,0.00257,0,1,1.542131,0.000295,0.000295,0,1,1.112434,0.281309,0.281309,0,1,2384.399902,289.334473,289.334473,0,1,1.449216,0.393694,0.393694,0,1,33.449898,,,,,613.364258,,,,,12.4029,0.007,0.007,0,1,60.9425,0.22385,0.22385,0,1,3439,69,69,0,1,4.97486,0.436074,0.436074,0,1,0.268,0.047,0.047,0,1,3/18/2019 17:05,3/25/2020 12:00
1542,522.01,522,19451711,19451711.01,1,,08h18m24.64s,124.602684,,,-07d34m16.46s,-7.571238,,,-32.971,0.066,0.066,0,1,9.711,0.059,0.059,0,1,2458491.705,0.001292,0.001292,0,1,0.397554,0.000042,0.000042,0,1,1.712397,0.300345,0.300345,0,1,107.215195,9.371282,9.371282,0,1,2.023658,2.161255,2.161255,0,1,36339.00781,,,,,3521.380859,,,,,7.3645,0.006,0.006,0,1,111.179,0.5865,0.5865,0,1,7381,80,80,0,1,4.438,,,0,1,1.89537,0.201579,0.201579,0,1,3/18/2019 17:05,12/17/2019 10:00
1543,523.01,523,93125144,93125144.01,1,,05h39m23.17s,84.846555,,,-19d33m30s,-19.558332,,,14.709,0.678,0.678,0,1,-56.626,1.113,1.113,0,1,2458472.96,0.001169,0.001169,0,1,9.91102,0.001685,0.001685,0,1,2.981681,0.100397,0.100397,0,1,6044.134277,570.809204,570.809204,0,1,7.705774,1.300738,1.300738,0,1,63.441837,,,,,719.80304,,,,,9.579001,0.019,0.019,0,1,70.64739,2.41355,2.41355,0,1,4692,177,177,0,1,4.29723,0.337979,0.337979,0,1,0.941705,0.147578,0.147578,0,1,2/26/2019 17:36,12/17/2019 10:00
1544,524.01,524,365690646,365690646,1,,05h26m10.38s,81.54323,,,+06d54m44.31s,6.912307,,,-7.797,0.087,0.087,0,1,-9.559,0.07,0.07,0,1,2458471.143,0.002412,0.002412,0,1,12.983175,0.003306,0.003306,0,1,1.527578,0.761684,0.761684,0,1,1180.996948,161.238937,161.238937,0,1,5.933251,6.288821,6.288821,0,1,397.468689,,,,,1138.7948,,,,,10.094,0.006,0.006,0,1,293.27,3.5595,3.5595,0,1,6962.640137,13.5697,13.5697,0,1,4.14716,0.016843,0.016843,0,1,1.67983,0.066178,0.066178,0,1,2/26/2019 17:36,12/17/2019 10:00
1545,525.01,525,71512186,71512186.01,1,,06h00m40.79s,90.169954,,,-08d28m06.03s,-8.468341,,,6.818,0.058,0.058,0,1,-55.906,0.058,0.058,0,1,2458471.036,0.003723,0.003723,0,1,14.821751,0.005283,0.005283,0,1,6.071374,0.599665,0.599665,0,1,486.159698,42.113205,42.113205,0,1,3.633732,1.194901,1.194901,0,1,303.860931,,,,,1064.850098,,,,,8.7784,0.006,0.006,0,1,152.042,0.802,0.802,0,1,7064,206,206,0,1,4.22374,0.333564,0.333564,0,1,1.60059,0.188814,0.188814,0,1,2/26/2019 17:36,12/17/2019 10:00
1546,526.01,526,200593988,200593988,1,,05h41m20.58s,85.335762,,,+11d11m40.01s,11.194448,,,83.783,0.1,0.1,0,1,-29.865,0.076,0.076,0,1,2458470.849,0.004324,0.004324,0,1,7.699087,0.003345,0.003345,0,1,4.380607,0.39642,0.39642,0,1,8072.469727,625.707153,625.707153,0,1,6.21451,8.41901,8.41901,0,1,8.721305,,,,,438.293579,,,,,12.3069,0.007,0.007,0,1,70.9325,0.2068,0.2068,0,1,3617,67,67,0,1,4.81052,0.362772,0.362772,0,1,0.45,0.07,0.07,0,1,2/26/2019 17:36,12/17/2019 10:00
1547,527.01,527,148228019,148228019,1,,06h44m45.3s,101.188744,,,-36d39m26.47s,-36.657354,,,-3.7,1.3,1.3,0,1,-11.9,1.3,1.3,0,1,2458470.739,0.000423,0.000423,0,1,18.089163,0.000598,0.000598,0,1,2.523193,0.042905,0.042905,0,1,5554.374512,72.318954,72.318954,0,1,22.217569,18.995506,18.995506,0,1,351.337158,,,,,1104.207642,,,,,8.2488,0.006,0.006,0,1,163.677,,,0,1,7403,211,211,0,1,4.13809,1.60578,1.60578,0,1,1.83686,1.46018,1.46018,0,1,2/26/2019 17:36,12/17/2019 10:00
1548,528.01,528,403693875,403693875,1,FP,07h00m01.48s,105.006164,,,+11d02m35.69s,11.043248,,,-9.928,0.054,0.054,0,1,-46.202,0.044,0.044,0,1,2458469.706,0.002002,0.002002,0,1,3.524465,0.000652,0.000652,0,1,3.103957,0.160922,0.160922,0,1,21822.7832,1004.759094,1004.759094,0,1,9.045877,1.545847,1.545847,0,1,53.130871,,,,,688.583313,,,,,13.3675,0.006,0.006,0,1,192.351,1.24,1.24,0,1,3965,147,147,0,1,4.68568,0.375183,0.375183,0,1,0.613,0.1,0.1,0,1,2/26/2019 17:37,12/17/2019 10:00
1549,529.01,529,438490744,438490744,1,FP,06h41m01.43s,100.255965,,,+16d35m19.66s,16.588795,,,-2.492,0.138,0.138,0,1,-189.117,0.117,0.117,0,1,2458468.496,0.002003,0.002003,0,1,1.665878,0.000283,0.000283,0,1,4.956738,0.144742,0.144742,0,1,85643.98438,2600.047852,2600.047852,0,1,6.98229,5.428897,5.428897,0,1,10.912114,,,,,463.550415,,,,,14.1396,0.008,0.008,0,1,63.0507,0.44045,0.44045,0,1,3021,97,97,0,1,5.10725,0.532457,0.532457,0,1,0.172,0.038,0.038,0,1,2/26/2019 17:37,3/4/2020 12:58
1550,530.01,530,387690507,387690507,1,,06h53m39.08s,103.412833,,,+12d52m53.68s,12.881578,,,13.682,0.083,0.083,0,1,-62.577,0.073,0.073,0,1,2458470.2,0.00213,0.00213,0,1,6.388488,0.001123,0.001123,0,1,2.51086,0.188794,0.188794,0,1,27555.57227,1452.034912,1452.034912,0,1,8.128405,1.325437,1.325437,0,1,13.295618,,,,,487.020081,,,,,13.5287,0.008,0.008,0,1,148.762,1.101,1.101,0,1,3688,69,69,0,1,4.78199,0.354944,0.354944,0,1,0.486,0.074,0.074,0,1,2/26/2019 17:36,3/25/2020 12:00
1551,531.01,531,302895996,302895996,1,FP,05h32m27.94s,83.11641,,,+15d33m21.18s,15.555883,,,-48.4,2,2,0,1,-52.05,2,2,0,1,2458468.847,0.002165,0.002165,0,1,0.567995,0.000108,0.000108,0,1,1.408867,0.400217,0.400217,0,1,5208.552734,500.492188,500.492188,0,1,2.671369,1.172365,1.172365,0,1,185.074234,,,,,940.71106,,,,,13.8097,0.01,0.01,0,1,167.3049,,,0,1,3462,103,103,0,1,4.88307,0.464398,0.464398,0,1,0.368,0.073,0.073,0,1,2/26/2019 17:36,12/17/2019 10:00
1552,532.01,532,144700903,144700903,1,,05h40m19.21s,85.080054,,,+11d33m45.49s,11.562637,,,23.368,0.061,0.061,0,1,-38.099,0.047,0.047,0,1,2458470.576,0.001184,0.001184,0,1,2.326811,0.000249,0.000249,0,1,1.669099,0.169089,0.169089,0,1,8583.056641,368.033813,368.033813,0,1,5.611109,1.093347,1.093347,0,1,89.326439,,,,,784.087891,,,,,12.6785,0.007,0.007,0,1,135.047,0.548,0.548,0,1,3946,69,69,0,1,4.69039,0.330439,0.330439,0,1,0.606,0.086,0.086,0,1,2/26/2019 17:36,12/17/2019 10:00
1553,533.01,533,309791156,309791156,1,,05h20m13.17s,80.054863,,,-62d38m46.27s,-62.646186,,,16.155,0.04,0.04,0,1,-30.681,0.042,0.042,0,1,2458332.693,0.003221,0.003221,0,1,19.572834,0.000567,0.000567,0,1,4.240141,0.382361,0.382361,0,1,1721.880981,96.699577,96.699577,0,1,4.621609,1.699425,1.699425,0,1,112.096222,,,,,829.884216,,,,,10.9621,0.006,0.006,0,1,123.391,0.303,0.303,0,1,4666.100098,64,64,0,1,4.23,0.12,0.12,0,1,1.1335,0.18543,0.18543,0,1,2/26/2019 17:36,12/17/2019 10:00
1554,534.01,534,281909674,281909674,1,KP,06h50m53.07s,102.721143,,,-05d05m11.24s,-5.086456,,,1.637,0.062,0.062,0,1,-3.257,0.07,0.07,0,1,2458470.815,0.006312,0.006312,0,1,4.034793,0.002576,0.002576,0,1,2.935156,0.561722,0.561722,0,1,16956.55469,2158.761719,2158.761719,0,1,13.326335,2.154749,2.154749,0,1,437.419678,,,,,1166.391479,,,,,14.4266,0.009,0.009,0,1,1148.93,59.135,59.135,0,1,5945,,,0,1,4.46721,,,0,1,1.01,,,0,1,2/26/2019 17:36,12/17/2019 10:00
1555,535.01,535,280210963,280210963,1,KP,06h43m03.76s,100.765687,,,-01d17m47.2s,-1.296444,,,1.694,0.066,0.066,0,1,-3.475,0.068,0.068,0,1,2458471.022,0.004864,0.004864,0,1,2.827895,0.001353,0.001353,0,1,2.917883,0.373583,0.373583,0,1,62881.94141,5632.302734,5632.302734,0,1,28.35512,2.3337,2.3337,0,1,721.809692,,,,,1321.981689,,,,,14.7971,0.014,0.014,0,1,1126.37,55.745,55.745,0,1,5675,,,0,1,4.37342,,,0,1,1.12,,,0,1,2/26/2019 17:36,12/17/2019 10:00
1556,536.01,536,234825296,234825296,1,KP,06h30m52.9s,97.720425,,,+00d13m36.81s,0.226893,,,-0.262,0.06,0.06,0,1,-2.803,0.05,0.05,0,1,2458473.382,0.004741,0.004741,0,1,9.246063,0.00685,0.00685,0,1,2.410783,0.417757,0.417757,0,1,13678.66602,1863.442871,1863.442871,0,1,12.972439,1.499757,1.499757,0,1,137.148758,,,,,872.805969,,,,,13.8786,0.026,0.026,0,1,844.061,23.527,23.527,0,1,5880,,,0,1,4.47813,,,0,1,1.02,,,0,1,2/26/2019 17:36,12/17/2019 10:00
1557,537.01,537,234112540,234112540,1,KP,06h45m06.54s,101.27724,,,+00d48m54.78s,0.815216,,,-3.071,0.048,0.048,0,1,-8.278,0.044,0.044,0,1,2458470.418,0.002562,0.002562,0,1,4.037678,0.001046,0.001046,0,1,2.468802,0.237353,0.237353,0,1,16013.75684,1046.668091,1046.668091,0,1,15.302772,1.240688,1.240688,0,1,712.196411,,,,,1317.557861,,,,,13.4831,0.015,0.015,0,1,882.472,25.62,25.62,0,1,6100,,,0,1,4.28733,,,0,1,1.19,,,0,1,2/26/2019 17:36,12/17/2019 10:00
1558,538.01,538,237751146,237751146,1,,06h57m19.68s,104.33198,,,+04d01m43.31s,4.028698,,,52.075,0.114,0.114,0,1,-61.646,0.093,0.093,0,1,2458469.915,0.003011,0.003011,0,1,1.669965,0.000425,0.000425,0,1,2.731172,0.211828,0.211828,0,1,26094.70313,1751.510864,1751.510864,0,1,5.984065,1.270098,1.270098,0,1,37.793007,,,,,632.371948,,,,,14.1477,0.008,0.008,0,1,133.21,1.5015,1.5015,0,1,3411,102,102,0,1,4.90948,0.480684,0.480684,0,1,0.341,0.07,0.07,0,1,2/26/2019 17:36,3/27/2020 12:00
1559,539.01,539,238004786,238004786,1,,06h50m16.41s,102.568389,,,-53d00m19.81s,-53.005503,,,-4.115,0.053,0.053,0,1,33.079,0.047,0.047,0,1,2458468.352,0.002198,0.002198,0,1,0.309543,0.000062,0.000062,0,1,1.151041,0.362077,0.362077,0,1,307.63266,37.377514,37.377514,0,1,1.825583,0.677475,0.677475,0,1,5483.297363,,,,,2194.725342,,,,,10.5958,0.006,0.006,0,1,108.368,0.2835,0.2835,0,1,4836,178,178,0,1,4.44968,0.343852,0.343852,0,1,0.874579,0.141257,0.141257,0,1,2/26/2019 17:36,12/17/2019 10:00
1560,540.01,540,200322593,200322593,1,,05h05m14.33s,76.309695,,,-47d56m15.14s,-47.937539,,,-66.085,0.082,0.082,0,1,25.077,0.093,0.093,0,1,2458411.826,0.000545,0.000545,0,1,1.239133,0.000018,0.000018,0,1,0.470455,0.18499,0.18499,0,1,2167.892822,171.800034,171.800034,0,1,4.938874,2.636121,2.636121,0,1,7.006776,,,,,414.953369,,,,,11.5045,0.007,0.007,0,1,14.0022,0.00885,0.00885,0,1,3042,,,0,1,4.438,,,0,1,1,,,0,1,2/26/2019 17:36,12/17/2019 10:00
1561,541.01,541,143271144,143271144,1,,06h02m54.6s,90.727491,,,-30d49m58.46s,-30.832906,,,-1.274,0.046,0.046,0,1,5.684,0.051,0.051,0,1,2458469.177,0.004886,0.004886,0,1,1.352966,0.000533,0.000533,0,1,1.820567,0.340394,0.340394,0,1,14841.39941,3080.93042,3080.93042,0,1,15.510087,16.279587,16.279587,0,1,958.991882,,,,,1419.297607,,,,,14.7117,0.007,0.007,0,1,1105.38,38.44,38.44,0,1,4978,180,180,0,1,4.438,,,0,1,1,,,0,1,2/26/2019 17:36,3/6/2020 12:00
1562,542.01,542,49771092,49771092.01,1,,06h24m15.9s,96.066232,,,-28d08m04.92s,-28.1347,,,-0.677,0.036,0.036,0,1,-5.072,0.042,0.042,0,1,2458469.06,0.003,0.003,0,1,1.63127,0.000422,0.000422,0,1,1.194244,0.364444,0.364444,0,1,16058.49023,2055.527832,2055.527832,0,1,11.314464,11.793091,11.793091,0,1,698.372925,,,,,1311.117432,,,,,14.8067,0.007,0.007,0,1,939.127,22.5235,22.5235,0,1,5084,181,181,0,1,4.48093,2.00353,2.00353,0,1,0.878845,0.878845,0.878845,0,1,2/26/2019 17:36,3/6/2020 12:00
1563,543.01,543,53593457,53593457.01,1,FP,06h41m13.46s,100.306094,,,-03d55m32.99s,-3.925831,,,19.57,2,2,0,1,-65.14,2,2,0,1,2458468.332,0.003362,0.003362,0,1,0.530893,0.000146,0.000146,0,1,1.910177,0.234509,0.234509,0,1,33453.59766,3058.040283,3058.040283,0,1,3.747202,0.900232,0.900232,0,1,61.427193,,,,,714.019226,,,,,15.0404,0.008,0.008,0,1,,,,0,1,3085,99,99,0,1,5.0795,0.549539,0.549539,0,1,0.193,0.044,0.044,0,1,2/26/2019 17:36,12/17/2019 10:00
1564,544.01,544,50618703,50618703.01,1,,05h29m09.62s,82.290072,,,-00d20m34.43s,-0.342898,,,34.297,0.063,0.063,0,1,-78.131,0.058,0.058,0,1,2458469.759,0.001543,0.001543,0,1,1.548214,0.000198,0.000198,0,1,1.216062,0.129462,0.129462,0,1,865.599304,63.149231,63.149231,0,1,2.322642,0.394822,0.394822,0,1,323.377014,,,,,1081.551147,,,,,9.6504,0.006,0.006,0,1,41.1166,0.0734,0.0734,0,1,4665,177,177,0,1,4.67631,0.316736,0.316736,0,1,0.655328,0.096172,0.096172,0,1,2/26/2019 17:36,12/17/2019 10:00
1565,545.01,545,37168957,37168957.01,1,KP,06h32m41.38s,98.172417,,,-00d01m53.77s,-0.031604,,,2.335,0.068,0.068,0,1,-3.26,0.066,0.066,0,1,2458470.175,0.001927,0.001927,0,1,1.899994,0.00032,0.00032,0,1,2.406097,0.159322,0.159322,0,1,33129.11328,1674.940796,1674.940796,0,1,18.261274,0.96847,0.96847,0,1,899.367981,,,,,1396.703125,,,,,14.2465,0.019,0.019,0,1,764.889,26.699,26.699,0,1,5440,,,0,1,4.41615,,,0,1,1,,,0,1,2/26/2019 17:36,12/17/2019 10:00
1566,546.01,546,36440357,36440357.01,1,KP,06h48m46.71s,102.194623,,,-00d40m22.03s,-0.672786,,,-3.659,0.049,0.049,0,1,-3.898,0.044,0.044,0,1,2458475.332,0.002959,0.002959,0,1,9.198554,0.004151,0.004151,0,1,4.403735,0.293327,0.293327,0,1,18326.87695,943.791504,943.791504,0,1,16.119497,0.863014,0.863014,0,1,220.579559,,,,,982.903931,,,,,13.1573,0.013,0.013,0,1,726.412,14.8815,14.8815,0,1,6190,,,0,1,4.36651,,,0,1,1.17,,,0,1,2/26/2019 17:36,12/17/2019 10:00
1567,547.01,547,36352297,36352297.01,1,KP,06h48m19.17s,102.079859,,,-03d06m07.7s,-3.102139,,,-6.015,0.047,0.047,0,1,0.547,0.041,0.041,0,1,2458469.068,0.000856,0.000856,0,1,1.509017,0.000109,0.000109,0,1,2.474587,0.064258,0.064258,0,1,24016.32813,479.608032,479.608032,0,1,17.582952,0.339366,0.339366,0,1,2156.067871,,,,,1737.942261,,,,,13.0501,0.017,0.017,0,1,787.909,23.491,23.491,0,1,5950,,,0,1,4.32551,,,0,1,1.11,,,0,1,2/26/2019 17:36,12/17/2019 10:00
1568,548.01,548,42821097,42821097.01,1,KP,06h28m08.06s,97.033598,,,-00d10m14.62s,-0.170729,,,4.799,0.052,0.052,0,1,-6.013,0.049,0.049,0,1,2458468.686,0.003721,0.003721,0,1,3.895456,0.001237,0.001237,0,1,4.766844,0.301801,0.301801,0,1,7339.557617,442.887756,442.887756,0,1,14.36393,1.044916,1.044916,0,1,1256.586182,,,,,1518.51062,,,,,13.1861,0.035,0.035,0,1,790.663,25.904,25.904,0,1,6090,,,0,1,4.08625,,,0,1,1.65,,,0,1,2/26/2019 17:36,12/17/2019 10:00
1569,549.01,549,32830028,32830028.01,1,FP,05h47m00.52s,86.752182,,,-24d50m33.51s,-24.842642,,,2.448,0.073,0.073,0,1,-98.536,0.088,0.088,0,1,2458468.344,0.000477,0.000477,0,1,0.516278,0.000021,0.000021,0,1,0.565611,0.106334,0.106334,0,1,20289.21094,1032.745239,1032.745239,0,1,2.442348,0.6369,0.6369,0,1,50.416637,,,,,679.615417,,,,,14.2321,0.008,0.008,0,1,80.6542,0.3604,0.3604,0,1,3009,97,97,0,1,5.10976,0.525773,0.525773,0,1,0.169,0.037,0.037,0,1,2/26/2019 17:36,12/17/2019 10:00
1570,550.01,550,311183180,311183180,1,FP,03h40m07.67s,55.031969,,,+05d52m28.63s,5.874619,,,108.12,2,2,0,1,9.3,2,2,0,1,2458439.586,0.000238,0.000238,0,1,13.249837,0.000328,0.000328,0,1,3.255177,0.02137,0.02137,0,1,24779.05078,139.710464,139.710464,0,1,17.850506,3.745235,3.745235,0,1,24.969173,,,,,570.125916,,,,,9.1073,0.007,0.007,0,1,62.0121,,,0,1,5076,8,8,0,1,4.71,0.01,0.01,0,1,0.670549,0.02346,0.02346,0,1,2/26/2019 16:21,12/17/2019 10:00
1571,550.02,550,311183180,311183180,2,FP,03h40m07.67s,55.031969,,,+05d52m28.63s,5.874619,,,108.12,2,2,0,1,9.3,2,2,0,1,2458447.399,0.000442,0.000442,0,1,10.043245,0.00061,0.00061,0,1,3.099789,0.039044,0.039044,0,1,21393.22656,234.721954,234.721954,0,1,16.682434,6.3188,6.3188,0,1,36.128742,,,,,625.292114,,,,,9.1073,0.007,0.007,0,1,62.0121,,,0,1,5076,8,8,0,1,4.71,0.01,0.01,0,1,0.670549,0.02346,0.02346,0,1,2/26/2019 16:21,12/17/2019 10:00
1572,551.01,551,192826603,192826603,1,KP,05h30m51.41s,82.714213,,,-36d37m51.53s,-36.630981,,,-31.902,0.037,0.037,0,1,-41.026,0.042,0.042,0,1,2458438.082,0.00096,0.00096,0,1,2.647186,0.000087,0.000087,0,1,1.135864,0.059865,0.059865,0,1,20744.4043,1084.448364,1084.448364,0,1,9.258728,0.414309,0.414309,0,1,67.015129,,,,,729.731262,,,,,13.9143,0.007,0.007,0,1,218.121,1.037,1.037,0,1,3916,,,0,1,4.71907,,,0,1,0.57,,,0,1,2/26/2019 16:21,12/17/2019 10:00
1573,552.01,552,44737596,44737596.01,1,,04h03m47.85s,60.949392,,,-25d24m32.12s,-25.408921,,,12.872,0.038,0.038,0,1,-1.753,0.048,0.048,0,1,2458413.063,0.000959,0.000959,0,1,2.788503,0.000089,0.000089,0,1,1.858717,0.074685,0.074685,0,1,26224.67969,720.452576,720.452576,0,1,16.3451,0.538331,0.538331,0,1,106.142815,,,,,818.638916,,,,,13.8231,0.007,0.007,0,1,194.964,1.118,1.118,0,1,3654,162,162,0,1,4.438,,,0,1,1,,,0,1,2/26/2019 16:21,3/4/2020 12:58
1574,553.01,553,161477033,161477033,1,FP,04h53m02.71s,73.261286,,,-45d32m25.46s,-45.540405,,,50.694,0.039,0.039,0,1,67.504,0.041,0.041,0,1,2458443.222,0.003863,0.003863,0,1,14.058151,0.005392,0.005392,0,1,3.514627,0.849132,0.849132,0,1,858.616821,109.458153,109.458153,0,1,2.467289,2.266664,2.266664,0,1,41.330032,,,,,646.675171,,,,,10.0614,0.006,0.006,0,1,108.159,0.235,0.235,0,1,5465,186,186,0,1,4.57025,0.276352,0.276352,0,1,0.839854,0.102877,0.102877,0,1,2/26/2019 16:21,12/17/2019 10:00
1575,553.02,553,161477033,161477033,2,,04h53m02.71s,73.261286,,,-45d32m25.46s,-45.540405,,,50.694,0.039,0.039,0,1,67.504,0.041,0.041,0,1,2458419.37,0.006147,0.006147,0,1,11.927552,0.002841,0.002841,0,1,2.861557,0.836253,0.836253,0,1,730.158386,93.613693,93.613693,0,1,2.282171,2.724066,2.724066,0,1,55.578419,,,,,696.380005,,,,,10.0614,0.006,0.006,0,1,108.159,0.235,0.235,0,1,5465,186,186,0,1,4.57025,0.276352,0.276352,0,1,0.839854,0.102877,0.102877,0,1,5/7/2019 17:42,12/17/2019 10:00
