tid,harmonic,sector,period,zeta,deltchi2,kurtosis,duration,tau0,depth
279097963,1.0,4,10.5245,44167.2,17015.6,214.814,0.063147,1414.5060286197584,0.011475205
279156705,4.0,13,2.8913,13779.9,9073.13,9.22998,0.0491521,1655.4254257220234,0.004193008
279181220,8.0,4,6.58661,27158.6,3.75e6,22.8896,0.03622635500000001,1413.4017893698474,0.05558771
279254042,6.0,1,3.58123,20141.6,613947.0,10.6259,0.03461855666666667,1327.6708969698504,0.03745544
279314488,1.0,1,1.83255,18906.8,3256.92,41.4525,0.051311399999999986,1326.4166216504566,0.005094856
279323859,7.0,12,3.77993,41356.6,89985.8,21.1203,0.036719320000000014,1628.5950616909624,0.048488677
279401848,7.0,4,2.46503,8316.48,1.5e6,5.87052,0.034510420000000014,1411.1360774023383,0.08568215
279454212,1.0,4,11.762,4177.56,206.317,76.2101,0.070572,1411.2234955363454,0.0019921064
279481568,5.0,7,1.58282,3658.29,625416.0,4.13037,0.03418891199999999,1492.881272681246,0.09384164
279484342,9.0,5,5.68997,28692.6,4.15e6,15.7444,0.034139819999999994,1441.8370929363593,0.049661994
279537689,1.0,5,5.78464,7012.79,536.107,81.9626,0.0578464,1441.0607537998685,0.0030590892
279615979,14.0,9,3.36986,3656.56,6772.78,5.31889,0.0351428257142857,1545.8211383295218,0.013599217
279949020,1.0,2,6.54939,26560.4,1046.14,137.792,0.0654939,1354.5789537044689,0.0015727878
279955276,7.0,13,4.0385,40493.6,74642.7,16.4964,0.04153885714285716,1654.5084863590785,0.02105248
280052690,2.0,2,5.70042,65278.6,4109.21,90.8027,0.045603359999999996,1356.9569468958007,0.0044832528
280055342,3.0,12,2.35971,17285.0,255897.0,16.3112,0.03460908000000001,1630.8261510981904,0.016594619
280799052,17.0,8,5.15194,5824.82,25197.0,7.39076,0.04848884705882351,1517.607672193861,0.004513681
281053777,1.0,6,11.0199,7862.93,35507.2,224.792,0.0661194,1468.9533158064874,1.2026324
281494100,2.0,7,4.61528,36323.3,238481.0,65.1398,0.03692224,1495.941049686299,0.049595803
281498280,3.0,2,1.12585,30646.6,4.52e6,16.4197,0.03752833333333336,1354.3765633812254,0.27223668
281728276,13.0,2,1.7769,3454.69,2.11e7,3.99439,0.03389778461538454,1355.5721545417305,0.21286133
281728376,1.0,2,11.1772,29126.9,826.482,173.225,0.0447088,1358.8597331322112,0.00015683472
282051803,1.0,11,2.46257,3418.04,1009.41,22.4894,0.06402682000000001,1601.3597018588737,0.0017972887
283677584,4.0,5,7.44001,11788.2,3560.96,29.748,0.07068009499999998,1440.1235123520833,0.0014278889
284196801,1.0,4,11.1585,28015.6,1035.16,172.465,0.044634,1416.4789955825647,0.0016096532
284613090,1.0,7,11.5541,102265.0,2936.49,154.018,0.1617574,1491.8800359583502,0.008146107
284703623,8.0,5,3.10353,9085.04,129897.0,5.08575,0.03413882999999996,1438.5010153599947,0.03312093
284729177,23.0,5,4.75663,3881.93,69118.4,4.44594,0.045911820000000124,1439.3566337360317,0.0016269386
284863911,19.0,5,3.25667,4249.85,32557.0,4.09673,0.03359512210526309,1441.2312109884115,0.03500867
286191384,2.0,10,3.6124,37991.3,27426.3,67.9743,0.043348800000000014,1572.9784283739803,0.011747777
286310830,1.0,9,8.36904,38181.2,2777.55,133.666,0.06695232,1545.8453999489166,0.007753104
287174076,2.0,3,0.649559,4596.9,1.01e6,5.06409,0.034426627000000015,1386.6261001063133,0.10513067
287175225,5.0,3,2.42995,12054.4,2.04e6,13.5649,0.03499128000000001,1387.9491521091866,0.07446629
287351976,2.0,2,3.84346,58617.5,8688.25,59.1807,0.04227806,1354.9795666172533,0.015817553
287669537,3.0,11,3.88467,4842.67,1059.39,20.1841,0.04143648,1603.2743857547441,0.0019310713
289596375,1.0,8,7.25874,2720.72,474.099,42.2096,0.08710488000000001,1519.0721406041223,0.000977099
289801742,3.0,9,4.16843,7901.87,8506.89,28.5905,0.05002116,1546.4467204789053,0.006124586
290476605,1.0,8,5.74524,45280.8,12412.2,160.326,0.045961919999999996,1519.4927533140008,0.0028110445
290547036,5.0,1,4.5156,34829.6,578648.0,29.0441,0.036124800000000006,1327.6921376335451,0.049433023
291320884,11.0,12,4.08929,18849.0,330105.0,8.40874,0.03420133454545454,1625.44325323438,0.25331914
291451813,10.0,12,5.42512,50980.8,8.31e6,15.9131,0.040145887999999984,1628.2355125950673,0.020665973
291466214,1.0,9,3.52497,29753.4,154618.0,134.459,0.04934958,1544.890537943941,0.010609657
292013448,2.0,13,8.6556,38955.4,181775.0,80.94,0.043278,1662.6689834406968,0.011050314
292293385,15.0,13,4.04119,6509.7,34229.0,5.26932,0.03879542399999998,1657.8688331116325,0.0043157637
293081694,4.0,10,5.01637,38350.4,19521.5,38.066,0.037622775000000004,1575.3697588217026,0.0077284575
293151358,2.0,13,4.62606,57536.7,116498.0,78.8318,0.03700848,1656.7413141783206,0.012163162
293480903,1.0,12,7.5701,11128.5,500.782,79.0816,0.09084119999999998,1626.1938491593514,0.004089907
294059372,2.0,13,1.33336,32647.0,32763.8,19.5181,0.036000719999999986,1655.1005741867532,0.00549829
294092960,7.0,13,6.3157,29709.4,15476.5,22.3154,0.04511214285714287,1657.5967323854945,0.012937278
294092966,5.0,5,4.51109,47858.8,95708.7,28.3945,0.03608872,1441.047325786201,0.009489208
294197236,4.0,12,3.86917,22450.5,4365.09,30.7435,0.038691699999999996,1628.1321501341697,0.0036926568
294206429,8.0,5,8.43907,12693.1,5778.38,13.7808,0.04008558249999998,1441.0941844007316,0.0015295148
294261093,4.0,11,5.31592,17111.3,6916.61,37.7427,0.037211440000000005,1603.108197976113,0.00034338236
294271676,9.0,9,2.82744,7874.75,11436.2,6.51701,0.03455760000000005,1546.2145860492897,0.009905636
294273900,8.0,2,3.77804,11774.7,1.18e6,5.82872,0.034946869999999984,1354.285106032637,0.013394713
294327312,2.0,6,3.6725,11439.3,306824.0,15.8305,0.0330525,1470.362110595973,0.0053058863
294328887,15.0,5,5.31769,5793.5,1895.85,8.30897,0.033324190666666635,1438.0343342110655,0.058147162
294396726,7.0,7,6.29679,25553.5,66433.8,22.0295,0.035981657142857136,1496.8688405671958,0.025810003
294784522,13.0,12,3.22158,13927.8,271961.0,6.24379,0.039154587692307743,1625.6403522132568,0.013008356
298079609,8.0,10,1.98121,4368.85,85016.3,5.2094,0.04953025000000007,1570.38014391843,0.0020915568
299903137,1.0,6,13.0337,22403.2,278.571,132.597,0.052134799999999995,1473.3392312442325,0.005368784
300324638,1.0,12,2.64157,52959.2,14515.2,53.7548,0.042265119999999996,1626.206265123459,0.042681247
300443831,7.0,6,5.93207,22766.9,174425.0,9.57784,0.033897542857142866,1468.8752273098041,0.006607771
300560295,1.0,5,10.2921,10076.1,255.93,100.184,0.061752600000000005,1438.848309058063,0.004285723
300654002,4.0,5,11.031,23672.9,13260.2,31.9552,0.0496395,1443.9731783891264,0.009292424
300892362,8.0,10,1.7707,7915.75,223815.0,6.18357,0.03895539999999994,1570.7246564331558,0.00819239
300972613,13.0,2,5.04487,32563.7,134854.0,13.0661,0.03414988923076925,1356.2618602561222,0.0275293
301022235,5.0,3,11.2332,44907.5,22648.0,42.4731,0.03145296000000001,1391.8625773729793,0.0006978214
301247295,1.0,12,8.50544,21059.0,1479.29,96.4337,0.06804352,1629.0225351056692,0.0032652617
301405723,1.0,4,0.942744,21776.8,78337.8,30.446,0.035824272000000004,1411.2167019612882,0.026798308
301407485,1.0,4,2.66412,44095.9,168161.0,89.7569,0.03729767999999999,1411.1985583812607,0.012203336
301956407,3.0,12,5.49427,49954.6,28658.4,55.2252,0.04029131333333333,1628.7182312211737,0.0017626584
302038263,3.0,11,4.64228,4937.15,826.266,19.6672,0.040233093333333345,1604.0264460015037,0.0027301013
302384263,1.0,4,6.7096,42526.4,3669.38,127.478,0.0536768,1411.9699800603273,0.031495363
302457456,5.0,4,4.87542,23345.9,1.42e6,35.8691,0.037053192,1415.7103344508976,0.056788087
302515557,8.0,4,2.58883,7410.39,13901.3,7.24328,0.0317131675,1411.274037268218,0.0068950057
302995864,3.0,10,3.8441,29503.9,115494.0,24.4189,0.03587826666666667,1573.52515173832,0.0075801313
303427297,2.0,10,8.59522,20219.4,1297.44,52.7584,0.06016654,1569.9530683925855,0.0062335134
303811839,1.0,10,6.92201,6185.44,412.387,71.441,0.05537608,1570.332536404551,0.0032648444
303843296,2.0,13,1.71179,3435.18,3238.27,13.7074,0.056489069999999975,1654.5892600489203,0.00014030933
303909865,2.0,13,4.25335,38542.3,738410.0,41.5887,0.04253350000000001,1656.9768345204236,0.036014855
304071827,3.0,12,4.7741,8785.29,2923.13,23.4673,0.044558266666666665,1625.7520507349204,0.0013824403
304775926,4.0,10,1.449,3889.04,914805.0,4.04514,0.03405149999999999,1570.541025816294,0.015502244
304844648,1.0,12,1.63947,3482.44,879.314,20.6956,0.05902092000000001,1625.7716403133213,0.0067694783
305536347,6.0,8,3.27791,22037.9,168195.0,17.3072,0.036057010000000014,1519.59457907829,0.008304089
306272819,1.0,12,2.54604,41833.1,24832.8,49.2937,0.045828719999999996,1625.053710766173,0.048080355
306392378,4.0,3,2.3456,12828.0,265205.0,22.3833,0.046912000000000044,1386.3314574827912,0.008003682
306763456,3.0,7,5.49977,37403.5,7676.13,61.6209,0.04399815999999998,1494.9618471662045,0.011811346
306772761,11.0,5,2.27097,10155.5,128679.0,5.79218,0.036335520000000045,1438.5297772000865,0.04386258
306773020,3.0,2,4.13177,2718.5,666.519,18.1673,0.04682672666666667,1356.6009507195683,0.0034554452
306773798,8.0,12,1.92169,7369.45,32978.2,5.49289,0.04275760250000004,1626.5181228599902,0.014997363
306987941,3.0,12,1.41322,24237.0,136207.0,12.561,0.03485942666666667,1625.9908855101821,0.054428846
307033218,1.0,11,8.58519,5667.16,192.188,75.1268,0.06868152000000001,1601.0952696157328,0.0014981031
307085473,7.0,5,1.46259,7562.82,51250.9,5.41346,0.03593792571428577,1439.3629539712601,0.021150887
307783750,3.0,10,1.69222,19478.0,35711.3,19.8232,0.03610069333333334,1570.8077278954804,0.01856649
308018120,5.0,9,0.952695,7306.3,745645.0,6.00028,0.033915942,1544.6492637949514,0.022337735
308182007,15.0,10,10.7766,4653.15,71965.8,7.12412,0.00287376,1578.1166301255957,0.00035214424
308184924,1.0,11,4.12833,8895.58,720.667,43.918,0.06605328,1602.0763170822868,0.0037987828
308225941,3.0,3,4.55871,60229.5,18147.3,51.5057,0.04254796,1389.4292481598682,0.005833
308451526,12.0,1,4.73764,33975.7,130510.0,13.8363,0.034742693333333345,1327.2110098150142,0.029858887
308457026,5.0,10,3.21943,13708.5,23713.7,7.64891,0.04635979199999999,1570.5274918163684,0.003874153
308744455,9.0,10,3.71065,2731.4,63378.7,4.07794,0.0032983555555555553,1573.0499796009244,0.00036743283
308851582,2.0,8,9.8228,70506.2,1097.41,118.561,0.039291200000000005,1518.1348892875303,0.006444931
308991822,1.0,2,8.22386,58735.4,14847.2,207.714,0.06579088,1361.0712100790493,0.01079154
309025566,1.0,9,8.8084,9416.66,51386.1,238.728,0.052850400000000006,1550.0436525413927,0.00624156
309146836,1.0,11,5.42783,36907.4,64559.1,42.3321,0.0542783,1600.899376024913,0.0024655461
309402205,7.0,9,2.60528,21887.2,602090.0,13.7828,0.03498518857142859,1545.5897233405356,0.049388885
309434176,1.0,11,3.81856,14851.3,2605.58,62.3382,0.06109695999999999,1600.7527889167693,0.002464652
309528896,4.0,11,7.58272,29183.5,3.32e6,51.929,0.04928768,1601.2927239065586,0.102228045
309582191,8.0,12,4.6539,7976.38,4202.37,10.9117,0.047702474999999966,1629.193933593119,0.0018390417
309598681,2.0,11,1.6973,18970.3,972209.0,20.3198,0.03564329999999999,1600.522079000486,0.14213938
310308203,3.0,5,8.08254,56062.0,3122.6,59.4818,0.037718520000000005,1443.9532443974995,0.005128801
310556491,6.0,11,9.33284,32811.5,63929.1,40.3776,0.04355325333333334,1600.7895959573489,0.0089311
311103813,3.0,12,1.58361,30879.1,760186.0,17.4144,0.03906237999999999,1625.94677692934,0.043706357
311128363,1.0,5,1.69363,20036.8,2085.74,48.5101,0.037259860000000006,1439.2903748683373,0.0026872754
312068854,1.0,8,7.10079,2824.63,138.941,58.3778,0.05680632,1522.3625336943946,0.0021832585
312111256,3.0,8,3.45517,21987.6,10163.2,27.1304,0.0345517,1519.5027241302214,0.006395668
312907176,8.0,11,6.06402,5719.6,1210.59,14.7353,0.040932135000000015,1600.4988099064092,0.042417377
313935068,2.0,2,0.986629,31873.9,6.65e6,18.511,0.03453201499999999,1355.1294485972894,0.024976581
315120782,3.0,9,2.80118,28059.7,533437.0,19.8557,0.037349066666666667,1546.164563157263,0.24190897
316207527,2.0,12,6.02674,9937.41,119327.0,93.2404,0.05424066000000001,1634.0809527919441,0.037711114
316582319,5.0,13,3.59319,32344.2,9098.08,26.2735,0.03880645200000001,1659.8802821534675,0.011000603
317191077,1.0,6,2.19103,24149.1,4853.9,41.7727,0.0438206,1469.543779870648,0.0039197505
317250858,7.0,13,2.44743,3699.29,65743.9,3.86764,0.04125667714285712,1656.1673718771176,0.0049400926
317411334,4.0,6,5.79429,28920.7,14853.6,48.844,0.03476574,1471.6022334487309,0.010209918
317642317,3.0,10,4.16218,28483.7,200788.0,25.0029,0.03607222666666667,1570.60622047164,0.009816408
318185328,10.0,9,3.68292,6877.05,4.08e6,5.33751,0.03461944799999996,1544.6429775586137,0.075110555
318649597,4.0,13,3.70755,36190.8,754284.0,21.0619,0.035221724999999995,1655.9143847305077,0.07868719
318825030,3.0,10,7.77727,85332.1,3732.27,80.0669,0.05703331333333333,1577.3935203533467,0.023735762
318868129,3.0,4,1.12548,5860.48,371315.0,5.23788,0.03451471999999997,1411.2954363796857,0.04691553
318868368,5.0,4,9.2292,26805.0,246941.0,50.7763,0.04060848,1413.8913888121247,0.03874713
319467578,1.0,7,2.36522,19324.9,1483.72,47.232,0.03784352,1493.6888114594658,0.0055128634
320173862,9.0,13,1.78284,18632.1,1.96e6,9.48058,0.034072053333333296,1654.6850352633123,0.3619062
320536498,11.0,7,2.25851,5785.12,3.97e6,4.87891,0.03613616000000007,1493.4330666020667,0.01992789
320855910,3.0,10,4.13246,11913.4,19582.6,29.6684,0.07438427999999998,1569.9076145051718,0.0006828159
321528595,18.0,11,3.22857,4718.35,176196.0,4.73897,0.039460300000000094,1599.9918253061578,0.03692189
322078735,4.0,10,2.92572,20484.9,31996.7,21.3051,0.01901718,1570.8929853684335,0.0009279251
322493523,1.0,2,1.53246,32324.2,26141.6,44.5701,0.04903871999999999,1354.4844235632909,0.02693379
322512913,5.0,4,2.29417,10531.7,57351.6,7.28361,0.03487138399999999,1412.6231300958732,0.025322288
322650462,8.0,6,3.91653,4157.11,5683.96,14.1172,0.036227902500000006,1471.697411450331,0.0004144907
323282620,5.0,4,3.0269,24530.9,88667.9,13.5444,0.037533559999999966,1411.026186832424,0.01248908
323292655,2.0,11,1.67008,35776.4,1.25e7,31.1971,0.03507168000000001,1600.2332163871365,0.02138877
323295967,12.0,4,5.09473,15046.5,15986.8,11.527,0.034813988333333344,1410.970188938053,0.0060732365
323442776,2.0,12,1.14936,23595.4,18519.9,14.4024,0.040227599999999995,1625.961108675251,0.0018156171
323685105,4.0,13,1.36325,6924.18,24928.8,6.84927,0.047032124999999994,1654.7366906510974,0.00087428093
323968843,1.0,13,2.69943,55670.3,316216.0,64.9361,0.08638176000000002,1655.8337986585375,0.004119724
326242641,9.0,4,1.6422,5807.76,5.07e6,5.1913,0.03357386666666669,1411.8095699042765,0.067697585
326356701,3.0,1,3.33689,12077.9,4502.17,21.8829,0.03781808666666667,1327.7929354793278,0.0014872551
327667965,12.0,1,5.21674,9948.52,24742.7,8.56915,0.03130044000000002,1327.1516424713736,0.001068294
327785134,2.0,13,4.95653,25763.2,5530.22,50.1711,0.03965224,1658.3881246006213,0.0028283596
327996089,1.0,2,2.17394,39619.6,350916.0,49.8598,0.04782667999999999,1354.6207845507522,0.10914004
328398979,11.0,4,5.00718,5901.66,84899.3,4.87425,0.03732625090909093,1415.1925892484503,0.0074641407
332003916,2.0,10,1.29223,3029.5,17187.6,5.50976,0.04652027999999996,1571.1188044143098,0.0020373464
332202405,1.0,7,4.7495,82646.3,6536.29,115.511,0.047495,1493.834061392224,0.0056000054
332488398,9.0,2,9.37493,29244.1,85437.2,27.0505,0.035416402222222226,1360.227161228396,0.0133420825
332600127,6.0,11,3.36313,9435.7,22496.1,7.93772,0.04147860333333333,1602.9508231899943,0.0037563443
332793697,4.0,11,13.5724,66452.9,4163.04,59.7405,0.0407172,1607.6425942177245,0.004689634
332910947,6.0,4,5.48695,23284.6,240313.0,23.3447,0.036579666666666656,1415.2803643526909,0.07830706
332910986,4.0,4,2.57377,10152.3,29565.8,8.06215,0.03731966500000002,1412.0525718313622,0.0059474707
332918217,12.0,6,5.32834,9502.06,1.34e6,5.59673,0.03552226666666668,1471.6012821335112,0.030853331
333642126,2.0,5,9.654,34107.2,1452.44,96.4376,0.12550199999999997,1442.0602386463331,0.008913696
335452175,1.0,11,7.7501,3168.59,4019.34,65.1628,0.13950179999999995,1601.259092331559,0.0004260242
337274166,3.0,13,1.76569,21272.4,13926.7,12.3742,0.03766805333333333,1655.0871941297253,0.011491746
337440887,19.0,13,9.97457,33766.6,50195.3,11.4837,0.036748415789473715,1660.9181734356478,0.010513186
338104678,9.0,12,6.50696,6226.57,589512.0,20.1859,0.04193374222222224,1632.0510302840112,0.002387762
339258033,6.0,13,3.4026,45381.1,98832.4,19.319,0.04083120000000004,1656.4890824498318,0.018099487
339607421,2.0,2,4.87623,52518.0,13315.1,80.3649,0.0487623,1358.8107993600293,0.0038195252
340100436,1.0,12,1.46894,43010.2,11725.1,59.8572,0.03525456,1625.131740186115,0.0122407675
340633943,6.0,9,2.25475,14046.3,47938.7,9.30604,0.033821250000000004,1544.6348467065661,0.010224521
340782794,26.0,2,4.93921,8183.17,1.23e7,5.09822,0.0338145915384615,1358.007601897838,0.07555205
341029467,1.0,12,13.4486,7446.43,3923.18,27.93,0.053794400000000006,1627.4628324329838,0.00042673945
341180903,5.0,13,1.37948,12334.8,334889.0,6.29611,0.034211103999999985,1654.329242814955,0.005414963
341309569,1.0,13,7.34759,24579.0,600.663,124.07,0.05878072,1654.5611582528527,0.00682877
341550561,4.0,9,4.4225,24704.5,105867.0,15.438,0.03538000000000001,1545.6630687799766,0.0028627813
342694097,5.0,12,11.042,8383.45,8215.2,20.1104,0.0176672,1631.2732222261811,0.00034025311
343757299,1.0,13,5.81945,12869.6,917.959,73.5324,0.046555599999999996,1653.9848375295228,0.0012724996
343935118,3.0,6,1.78165,10573.7,4627.06,12.8714,0.03800853333333332,1469.7164776930338,0.009780943
344299442,6.0,3,3.31859,25821.2,2.11e6,16.9609,0.035398293333333344,1387.819068290793,0.018848538
345451479,7.0,5,3.10094,11906.9,611004.0,6.91994,0.03632529714285715,1438.9666712990372,0.054632097
345482340,21.0,5,3.83322,7582.94,113190.0,4.9097,0.039792474285714315,1440.1204631730702,0.041223347
345535359,5.0,5,1.06205,6428.51,23957.1,5.28447,0.03568487999999996,1439.038465803474,0.02506873
345899523,1.0,10,6.71855,3571.17,260.617,41.5398,0.08062259999999999,1576.2874187643515,0.0060821176
347520615,23.0,12,6.09543,5662.35,70727.4,5.40768,0.036572579999999966,1634.5809246536996,0.002719909
347545020,1.0,4,2.78071,23865.8,1.25e6,58.108,0.038929939999999996,1413.557939556956,0.03343892
347552724,10.0,4,5.35951,9798.3,61952.9,6.16866,0.03966037399999999,1412.6870084801074,0.005207062
347809861,3.0,10,5.43326,21547.2,354416.0,47.57,0.03622173333333333,1576.2400774776588,0.02012074
348717439,9.0,12,2.15733,10935.1,2.63e6,5.97746,0.03403787333333337,1625.2409275137045,0.011313915
348759510,1.0,8,3.71622,40418.5,24378.0,141.18,0.0371622,1520.476008457914,0.0057102144
348773723,17.0,5,3.76861,7647.1,30270.2,5.33906,0.03458253882352945,1439.1919406748711,0.022694945
348897766,12.0,13,5.30441,8047.22,1.59e6,4.73024,0.05216003166666673,1658.2631139977689,0.02326876
349059354,4.0,2,6.65836,41307.1,4937.29,44.3026,0.036620980000000004,1355.897051844058,0.008682281
349154435,1.0,5,4.43136,2964.74,213.138,33.6736,0.07090176,1439.0812815414545,0.007969081
349480507,3.0,2,4.68581,63264.8,157013.0,60.7377,0.037486479999999996,1355.5232929600102,0.01849103
349523518,14.0,12,2.76915,3026.48,26184.8,3.93731,0.041932842857142834,1625.4628928340517,0.0057651997
349797905,1.0,13,3.54441,52162.5,3910.59,87.9277,0.04253292,1659.7324517053573,0.0046586692
349832824,6.0,7,6.24453,57056.1,57053.7,32.9841,0.04163020000000002,1493.4892703854161,0.029813409
349835367,1.0,5,3.34079,61271.5,3939.35,96.7451,0.040089480000000004,1439.2890514178844,0.005525708
349907707,1.0,2,5.13394,4435.4,3336.41,11.6573,0.09241092000000001,1358.21559818953,0.0012286901
349911034,8.0,9,4.30828,2926.15,912.116,11.7465,0.037697449999999987,1545.329311901778,0.0054766834
349970685,7.0,8,8.7996,9957.5,1154.53,20.3218,0.04274091428571429,1519.1881059083084,0.018688262
350030939,10.0,11,6.10458,31629.8,64532.2,17.9698,0.04029022800000001,1599.9610046518947,0.01084128
350297040,1.0,7,10.874,26374.9,447.313,127.537,0.130488,1502.4233961916661,0.010062486
350298314,1.0,3,13.525,13390.9,358.085,122.984,0.0541,1393.8465274901457,0.0009961128
350443417,5.0,13,6.08325,56729.9,887645.0,37.8944,0.0389328,1657.6562529020061,0.03448209
350478924,3.0,5,1.31133,18616.4,1.61e6,9.35109,0.036717239999999984,1439.2944000085229,0.04188612
350479101,2.0,5,11.9179,2981.7,265.283,57.7851,0.05958949999999999,1438.0442888158955,0.00135611
350518984,1.0,5,10.3678,3006.27,140.238,60.1397,0.0622068,1443.460028805155,0.0018324852
350622185,7.0,1,4.08998,41396.3,1.34e6,21.4189,0.03505697142857143,1328.4776051778128,0.02251044
350716073,5.0,9,1.96575,4357.98,229359.0,4.32155,0.03616979999999998,1544.876655242835,0.02181372
350740905,2.0,13,2.64421,4375.79,188079.0,4.22787,0.023797890000000006,1655.3990389410174,0.0017211139
351126671,19.0,13,10.0162,44629.4,173428.0,10.7701,0.040064800000000005,1654.3465746049226,0.026040375
352478596,9.0,13,5.07101,24988.0,755428.0,19.8394,0.03831429777777778,1658.0306646865267,0.006005436
355151781,5.0,10,7.88167,7389.75,12363.3,6.8155,0.01576334,1570.5543907229992,0.0006661713
355357949,3.0,7,4.38142,11795.1,1205.46,35.1071,0.04965609333333334,1495.647914398164,0.0046676993
355544723,13.0,1,2.0088,12954.6,3.16e6,7.22003,0.03214080000000003,1325.5592620301416,0.5961754
355635441,13.0,2,2.55156,9290.18,900273.0,5.57262,0.03375910153846158,1356.1045360155906,0.02741155
355651035,15.0,2,4.38142,16896.8,466202.0,8.58618,0.03797230666666662,1357.5613550031667,0.028308004
355687188,5.0,1,2.68507,9523.2,1.89e7,6.11802,0.009666251999999997,1327.2884093466023,0.0011335015
357512000,4.0,11,3.51793,24495.2,11724.5,19.7986,0.03517930000000001,1602.7433549077648,0.01368165
357911163,2.0,12,9.56432,32268.7,21979.5,85.2305,0.09564320000000001,1628.509243539473,0.013696641
358022169,5.0,12,1.5162,12479.8,34872.2,8.1588,0.02607863999999999,1626.0689374196272,0.004781723
358069227,10.0,2,1.99479,4776.4,1.2e6,4.34336,0.03750205200000001,1354.374682410397,0.01168561
358108063,2.0,13,5.97175,24900.8,1068.35,72.4208,0.053745749999999995,1658.6633446724843,0.0053545535
358179405,2.0,13,0.583549,3145.91,418105.0,3.83,0.03384584199999998,1654.170893672396,0.05823338
358232450,2.0,2,3.33912,50595.4,959499.0,63.8824,0.036730320000000004,1356.4522448713515,0.0033171177
358457398,2.0,5,4.55187,7593.56,367.543,34.0069,0.04096683,1442.1427771978776,0.0054522753
359618989,1.0,11,1.87456,23702.4,966258.0,58.0873,0.03749120000000001,1601.5659874074665,0.041455388
359987981,3.0,12,3.19698,20704.3,11262.5,14.9706,0.05541431999999998,1627.3694590541734,0.0011222959
360571125,2.0,12,4.92524,3133.2,799.158,25.3293,0.05417763999999999,1628.5309707619201,0.0011621863
360736543,9.0,13,4.17399,9766.56,313272.0,5.34372,0.00278266,1657.724486661788,0.0015045106
361993750,3.0,4,4.79803,38319.0,54338.9,56.3986,0.03838423999999999,1415.6728659053488,0.0134165585
362086333,16.0,12,4.52615,2614.3,9336.97,5.41191,0.06676071250000008,1628.5169677789427,0.0009109974
362384415,9.0,12,1.24716,3962.6,2.33e6,4.16997,0.03686050666666657,1626.0187343823661,0.03859821
363847487,2.0,11,9.60585,80520.5,11222.4,55.3798,0.04802925,1606.742950631976,0.0066037774
363933313,1.0,12,4.68659,21356.3,998.722,93.7562,0.056239080000000004,1625.5111223482459,0.0053412616
364302118,2.0,2,2.69089,27295.7,8190.0,25.0489,0.03767246000000001,1356.0407232899172,0.0058073997
364325969,8.0,13,3.35921,7580.6,138412.0,5.19792,0.04199012500000001,1657.0002056238268,0.024525642
365366508,3.0,13,5.89363,38379.7,162793.0,66.4581,0.03536177999999999,1658.3170922102536,0.045239836
365368501,3.0,4,1.95366,29198.0,1.9e6,20.5916,0.03646831999999999,1411.4494246431661,0.0146000385
365428002,16.0,4,4.62915,10835.5,272446.0,7.09142,0.035875912500000016,1411.0506759303457,0.017154217
365440703,4.0,4,2.40217,14522.0,240148.0,9.825,0.03603255,1412.3563274047433,0.022861272
365462119,1.0,5,13.6769,16446.4,2404.54,235.902,0.0547076,1449.6790759567666,0.13390765
365570620,3.0,6,2.57549,16903.6,3594.41,26.9614,0.04292483333333333,1469.8955797358642,0.005674362
365694569,1.0,6,9.0344,48845.9,36921.0,113.741,0.271032,1474.4591312120665,0.01304996
366632312,8.0,7,5.70897,22666.0,1.21e8,9.12749,0.052807972500000015,1494.6743329375615,0.026251048
369218857,12.0,1,3.93026,5866.67,1.38e6,4.51164,0.03406225333333336,1328.5095252662786,0.08255765
369362290,4.0,4,8.44893,22748.7,56452.4,58.6605,0.042244649999999995,1414.6493065310774,0.014127046
369370898,3.0,4,5.13137,34134.1,695811.0,50.4233,0.03763004666666667,1410.9957280275944,0.05862224
369966331,5.0,2,4.56403,19268.0,8603.26,17.7025,0.034686628000000004,1357.317664529771,0.0075487196
370101325,11.0,10,2.80024,2676.21,4003.45,4.99311,0.03716682181818177,1571.0318154375468,0.010209024
370104936,13.0,13,2.49812,3061.14,5844.97,4.02453,0.035358006153846225,1654.6655826339809,0.016270995
370117800,18.0,13,5.938,18874.8,45379.9,6.97635,0.03496822222222221,1657.639913716857,0.007313192
370678161,1.0,12,7.55623,32980.0,3210.71,90.66,0.060449840000000005,1625.2981952611083,0.0032920986
370960295,3.0,9,3.28174,19615.1,66004.1,13.9407,0.04813218666666669,1547.1277707582526,0.0018005669
371839073,1.0,13,3.79635,43845.7,2741.64,92.66,0.0607416,1655.2026662361213,0.0033286214
372519345,7.0,10,0.441846,9422.41,84634.7,6.49186,0.013129138285714298,1570.4479276424397,1.1555455
372816629,3.0,2,2.72701,17579.5,9758.12,17.2089,0.038178139999999985,1354.911085992619,0.010671556
372909935,1.0,10,3.6118,2649.87,209.688,36.4772,0.05056519999999999,1572.6827651268918,0.0034227967
373364179,1.0,5,3.74794,34476.5,38521.3,80.3472,0.04497527999999999,1438.881261852886,0.1177921
373414766,2.0,5,1.37031,28125.5,47015.9,19.8214,0.035628059999999996,1438.05217368695,0.0060126185
374366829,1.0,9,5.62398,78668.2,2674.7,146.076,0.044991840000000005,1549.0723026476708,0.0067946315
374828411,9.0,5,1.27215,4371.76,4.29e7,4.47132,0.0336413,1438.5011646691844,0.21161783
