tid,harmonic,sector,period,zeta,deltchi2,kurtosis,duration,tau0,depth
119461266,2.0,6,5.8897,27180.2,3.56e6,51.3722,0.05300729999999999,1469.9534803805782,0.049856603
120414806,3.0,2,7.65893,53131.4,77577.6,65.4398,0.040847626666666664,1361.0661888165873,0.029317915
120566395,4.0,2,7.18292,12393.6,1721.6,26.7885,0.03950606,1360.4173522219417,0.0034792423
120607386,2.0,2,0.827267,5842.8,4.06e6,5.12056,0.03474521399999999,1354.6101751664394,0.02485907
120956236,14.0,4,4.57927,3498.98,8.09e6,4.14368,0.0340174342857143,1414.1377320002678,0.11773038
121009628,21.0,4,2.96153,3137.92,8.86e6,4.02551,0.03384605714285708,1413.3611852063266,0.16655624
121048789,14.0,4,9.01785,9162.29,4159.03,18.0251,0.04122445714285713,1413.4999017735377,0.0021145642
121092386,1.0,4,0.843135,18405.6,792458.0,27.1592,0.03709793999999999,1411.4247193428853,0.025287509
121134517,10.0,4,3.35194,2664.35,3.47e6,3.83765,0.03418978800000001,1412.2982230428984,0.048416257
121420805,5.0,1,8.58519,45695.4,63386.5,42.7415,0.034340760000000005,1329.6699832169495,0.033521503
121568625,1.0,5,8.46584,60480.6,7568.41,132.893,0.06772672,1439.0539079284142,0.008198902
122162363,4.0,11,3.50856,12504.1,20284.6,15.1204,0.04911983999999997,1601.2820517395714,0.00094252825
122285268,20.0,11,6.84857,18281.3,41803.8,11.2182,0.003424285,1600.0488336286676,0.0004967451
122645363,6.0,12,3.20445,10636.5,27875.7,12.2936,0.0341808,1630.8714382170408,0.35279948
123337161,9.0,3,3.31361,4038.98,411797.0,4.42071,0.03902696222222221,1387.514135291534,0.011286229
123405765,10.0,3,11.4984,43127.4,46882.7,24.603,0.03449519999999999,1395.2113238009044,0.011298358
124199788,1.0,6,2.35225,34848.0,9944.37,93.2105,0.037636,1469.696478865479,0.035666525
124205037,21.0,10,3.49397,2796.49,9.49e6,3.73578,0.034939699999999956,1573.8224090342856,0.060058057
124350360,1.0,12,8.55805,23323.7,23817.4,233.052,0.0684644,1629.7065821361427,0.020431042
124712813,7.0,7,5.77982,12313.2,2300.74,20.7918,0.03302754285714286,1493.9620592693007,0.053729475
124712820,2.0,7,1.65126,5725.79,1088.62,16.9984,0.03137394000000001,1493.1301153307845,0.009241998
125267683,2.0,7,3.22105,20030.2,39272.1,32.8974,0.045094700000000015,1494.8218244995473,0.0019993782
125497512,3.0,7,3.81983,24739.2,4.38e6,25.562,0.035651746666666664,1492.9718196613553,0.038431525
125501325,1.0,7,4.3858,4775.56,740.562,41.1443,0.043857999999999994,1495.684396258347,0.002197057
126446153,1.0,7,4.21032,6649.67,744.309,52.4496,0.10946832000000004,1492.9764645656162,0.003979981
126602778,6.0,1,4.27253,33245.1,550037.0,21.8591,0.03560441666666665,1326.7976822745998,0.04363516
126910093,9.0,1,4.31619,39367.7,7.69e6,16.233,0.044121053333333306,1329.306011975469,0.020277739
126945917,10.0,1,6.70625,12674.6,44973.9,14.8444,0.036213749999999996,1331.6603126620485,0.0031288564
127861722,12.0,11,4.9458,8260.32,14298.9,7.74189,0.0420393,1600.8566396574313,0.0012839437
128679896,1.0,13,11.1307,5993.03,85649.7,235.638,0.06678419999999999,1662.9224866836535,0.001090616
129116176,2.0,11,4.03379,13641.5,13996.6,64.2206,0.044371690000000005,1600.0426239906776,0.007976174
129764561,5.0,3,12.1749,27141.7,61794.3,50.9844,0.043829639999999996,1389.1991846534902,0.020692378
129781743,12.0,3,2.41461,3017.0,9795.84,5.36661,0.03501184499999997,1386.426670992015,0.0017965436
129888462,6.0,4,4.33421,29568.2,9.29e6,23.7817,0.03611841666666669,1411.6266065937884,0.063869536
130942594,1.0,10,10.7927,6230.01,1097.36,132.244,0.0863416,1580.5572069050706,0.002469927
133105082,12.0,7,5.35683,9419.17,32395.8,5.79865,0.03481939500000002,1494.1285999121085,0.57892895
133701671,1.0,12,4.69519,95526.5,15540.2,142.107,0.046951900000000005,1627.1320615908098,0.0078418255
134283998,4.0,7,2.47533,31787.2,606042.0,22.1894,0.03341695499999999,1491.9883821984756,0.03256142
135244338,18.0,10,5.53471,10378.6,92470.6,5.86545,0.04366271222222226,1575.9799560414135,0.0041263998
137860956,13.0,4,5.01469,7977.99,551982.0,5.22782,0.034717084615384614,1412.2576297716894,0.06942886
139128537,5.0,1,7.89087,37061.4,551597.0,48.1361,0.044188872000000004,1326.7335935013514,0.06849092
139148071,8.0,1,5.6062,51665.7,664647.0,23.3292,0.06306975000000004,1329.1061913720227,0.035014004
139188326,10.0,1,5.88382,24202.6,89900.3,10.8506,0.035302919999999995,1327.061385870255,0.0032355487
139207681,6.0,1,2.96202,25312.3,2.37e6,14.6263,0.03455690000000001,1327.2169983053996,0.107378274
139699256,2.0,1,5.95286,35725.6,482930.0,109.668,0.04762287999999999,1328.4081829779257,0.0124132335
139700621,6.0,1,1.04033,6627.92,1.08e6,5.43413,0.03363733666666664,1325.7342929771357,0.020468205
139703005,12.0,5,3.98302,7412.38,1.4e7,4.74387,0.03518334333333335,1441.6013753527232,0.100806564
139721086,1.0,1,8.97437,32937.4,578640.0,213.958,0.05384622,1328.3650568316973,0.03142017
139732428,1.0,5,6.66391,43491.0,15396.9,121.589,0.1332782,1438.431506299079,0.0069021285
139825582,7.0,1,3.37155,4026.86,513965.0,4.28942,0.0019266,1326.716363105655,0.00016403198
139841210,1.0,1,1.4889,34146.1,251850.0,29.4443,0.0357336,1325.5858665115973,0.02600792
139845816,8.0,1,1.1761,4614.03,1.69e8,4.27021,0.03734117500000005,1326.3485442515275,0.038375705
140132301,5.0,9,1.6433,10894.5,86296.6,6.9996,0.038124560000000016,1544.401302558925,0.0061059
140209204,2.0,5,5.50435,28670.3,2125.11,42.3595,0.038530449999999994,1442.7208442668361,0.009892613
140212820,7.0,6,5.44414,7554.91,1347.03,15.8233,0.04355311999999999,1471.1412622560124,0.008331418
140659978,1.0,5,9.44079,44622.0,2256.11,141.784,0.05664474,1441.5576061995764,0.024635196
140659980,1.0,9,9.43921,35726.4,1882.37,163.824,0.07551368,1545.395535200267,0.004259184
140661916,6.0,7,3.13211,19091.3,80223.4,11.5936,0.034453210000000005,1492.6009424626823,0.06518006
140757590,11.0,11,4.60222,7792.61,12262.4,4.95782,0.04016482909090912,1600.2219152675355,0.012237221
140891597,16.0,5,3.76798,7720.35,61005.9,5.84521,0.04709975000000004,1441.0061791543435,0.0071091354
141126559,4.0,5,3.10663,12169.7,7677.01,8.67017,0.041939504999999995,1438.5187129603464,0.0035464764
141268467,2.0,9,4.18095,36569.0,5.85e6,88.9291,0.041809500000000006,1545.9654938705141,0.06124428
141332108,6.0,4,2.28959,10044.0,3.46e6,6.72159,0.03434385000000001,1411.0128290649213,0.0040092766
141333573,2.0,12,4.24697,5961.0,488.177,33.5532,0.04671667000000001,1626.1057331886366,0.005245805
141606986,12.0,13,2.06309,8015.23,5.4e7,5.16741,0.03713562000000004,1654.5218024214983,0.13731265
141766191,7.0,13,1.30718,2876.38,34901.8,3.78909,0.03921540000000002,1654.3911541759871,0.0060890913
141770299,6.0,5,2.40137,7052.07,1.97e6,4.93036,0.03441963666666668,1439.5661538307297,0.021714985
141914317,4.0,13,1.7487,11258.3,460377.0,6.45335,0.040220100000000016,1654.8647431712257,0.048567116
142080812,4.0,7,2.11602,29392.0,30787.0,19.9779,0.034914329999999966,1492.7507316121169,0.004510075
142105466,10.0,13,2.16598,6803.74,42341.9,4.94694,0.042886403999999934,1655.2689386523937,0.018750697
142109430,13.0,13,3.99165,16993.2,102613.0,7.84851,0.03377549999999998,1657.510086876308,0.010491908
142148228,7.0,1,5.46414,30694.9,9435.4,22.7265,0.03746838857142858,1329.2231186049064,0.0021829605
142177867,2.0,3,2.87065,16514.8,79263.6,34.4996,0.0401891,1386.2866804925006,0.011659622
142240683,20.0,3,6.22686,19158.5,716980.0,9.11678,0.03362504400000002,1386.3023084195884,0.0032436848
142262969,1.0,10,7.75785,26411.0,967.228,99.3681,0.0620628,1573.3487228268177,0.006279081
142409400,6.0,7,8.32175,54241.0,17468.9,25.9697,0.03606091666666667,1496.0035236321,0.07940212
142677613,2.0,7,6.1824,6640.13,924.691,52.8318,0.0680064,1496.4491521414989,0.00065743923
142742998,1.0,8,1.54812,18718.4,760928.0,65.1724,0.15790823999999998,1518.4575381792415,0.055517375
142852841,2.0,4,6.84172,65437.6,4295.79,87.984,0.047892040000000004,1412.0228198411646,0.005786836
142929481,3.0,4,3.44023,28633.1,2.71e6,23.8546,0.038989273333333324,1412.067073724048,0.083054364
143022688,2.0,4,3.13263,35549.5,212000.0,53.0217,0.03445893,1412.75741916396,0.036857426
143171265,6.0,6,6.84628,29785.6,12229.5,37.2546,0.034231399999999995,1468.5600634373795,0.005708307
143234741,2.0,6,3.83578,12720.6,746.676,37.5557,0.042193579999999994,1469.9437397730912,0.0068404377
143350469,10.0,5,6.6086,28677.3,3.08e6,12.8734,0.03568643999999998,1438.6216534900498,0.120645106
143765469,7.0,13,2.21822,12042.3,384556.0,6.88202,0.03422396571428569,1658.6796534623986,0.008969367
143924219,2.0,1,5.63994,53569.7,4540.24,76.5857,0.03947958000000001,1329.638493472321,0.0026431978
144000467,1.0,1,8.88359,44978.5,17284.2,154.215,0.05330154,1333.3003856081732,0.0070200562
144189704,5.0,9,3.66394,19743.5,2321.34,15.4162,0.039570552000000016,1547.921629542257,0.006593585
144194304,6.0,1,2.90095,15346.6,8.09e6,11.0547,0.0348114,1327.6892049118035,0.055125058
144462697,5.0,1,6.17004,25170.9,57564.2,36.3043,0.061700400000000044,1330.6039264760682,0.037178695
144539611,3.0,4,5.97175,29430.5,1.59e6,67.837,0.0358305,1416.1778033714952,0.033212036
144695651,1.0,6,5.29735,57124.6,7527.43,104.501,0.0423788,1473.3108552803674,0.014436424
146324929,7.0,5,4.07026,35281.2,1.73e6,19.4037,0.037213805714285696,1440.7385110278892,0.018603474
146344020,3.0,5,7.48354,7881.93,728.54,29.1154,0.04989026666666667,1445.4997577760932,0.008044034
146439804,1.0,5,11.0144,30357.8,627.561,174.847,0.0881152,1439.353421549107,0.016853184
146520491,7.0,5,3.14047,8328.14,924253.0,5.06853,0.03499380857142861,1441.091278056326,0.01365158
146522930,10.0,5,10.8758,40920.3,8561.74,21.0643,0.03480255999999999,1439.230086712105,0.0130723715
146559012,2.0,5,5.28236,7433.67,35423.3,86.4564,0.1056472,1438.103015742452,0.032609224
146597035,1.0,5,2.20018,63714.3,13494.9,83.7209,0.048403959999999996,1439.3423057689208,0.0053740144
146601318,10.0,8,4.9351,6274.12,1213.99,13.9786,0.04342887999999995,1517.9367616527036,0.004001409
146601322,5.0,8,4.93428,21072.0,3.68e6,19.2565,0.037500528000000005,1517.9367698511362,0.056084663
146688260,10.0,4,5.0306,29447.0,30194.8,15.3065,0.03521419999999998,1411.4256765376633,0.0076937377
146761368,5.0,4,4.58844,20550.3,3530.61,28.3578,0.044049024,1412.6767216571998,0.004332602
146879345,2.0,6,3.01331,33662.4,62007.0,62.2353,0.03917302999999999,1471.3164201985255,0.0071382523
147083089,10.0,1,3.62748,7425.41,3.95e6,5.15572,0.03409831199999997,1327.1474308778822,0.1154052
147102369,2.0,8,4.12764,3460.95,447.59,34.5767,0.06191460000000002,1517.449023058073,0.0045288205
147131974,2.0,1,1.60353,33961.8,451901.0,27.8611,0.04970942999999998,1325.7239958101736,0.038736284
147201138,2.0,1,3.76108,25603.0,80545.7,55.117,0.05265512000000001,1327.833631366158,0.02339515
147214032,2.0,9,2.48773,26132.0,237827.0,47.7522,0.03731595,1544.620520975271,0.022759795
147314529,2.0,7,0.925617,14054.3,10835.5,16.7111,0.039801530999999966,1492.0474425053965,0.0020444691
147975720,2.0,6,5.70042,48809.7,13767.1,98.879,0.09120671999999998,1469.193973707835,0.075142026
148158540,2.0,11,3.69953,14943.4,1.62e7,40.8055,0.0369953,1603.144579492263,0.029895455
148544875,3.0,9,5.23241,29273.5,8112.81,63.0622,0.04185928,1547.7371882160858,0.11094639
148611095,2.0,9,9.67494,12753.0,10162.3,54.7469,0.0483747,1546.9900712781318,0.052340925
148612685,2.0,9,10.0196,38840.5,63243.1,92.266,0.0400784,1544.4911165299707,0.015608549
149248196,8.0,4,4.11185,6560.19,275572.0,7.70429,0.037006649999999995,1411.1518918547756,0.0028156042
149319411,2.0,7,4.75267,51635.9,8796.03,83.7667,0.047526700000000005,1494.828733565715,0.00598678
149473467,4.0,13,4.37996,48137.3,222285.0,36.3129,0.037229660000000005,1657.5960296559847,0.0169065
149573659,1.0,5,4.37339,94798.4,3701.94,127.612,0.03498712,1438.7327475117356,0.015113324
149629043,6.0,9,6.56469,44227.0,12695.8,39.247,0.041576369999999994,1547.9442008871397,0.04696226
149837469,6.0,2,2.31337,8062.72,2.58e6,5.71177,0.04164065999999995,1356.2670233534072,0.09610593
149861542,2.0,5,3.65845,66209.4,1.19e6,73.897,0.04024295,1441.5474608085415,0.009960949
149976187,7.0,13,3.1389,34364.3,33208.8,15.9289,0.03497631428571427,1654.26161677317,0.0106034875
149993666,5.0,11,2.61965,7107.96,6449.87,7.10806,0.0366751,1601.059112007721,0.016279548
150166721,7.0,13,3.40033,27722.3,220926.0,10.267,0.03886091428571428,1656.4931528148645,0.008271426
150187916,4.0,4,4.46397,53984.8,23974.0,42.9805,0.03347977499999999,1412.295761631495,0.0036337674
150284425,2.0,7,6.00868,27255.6,657339.0,90.9875,0.07210416000000001,1494.9989977309283,0.010423899
150357064,2.0,11,2.97886,30365.9,3555.71,49.8936,0.038725180000000005,1600.0027416318846,0.00971818
150357290,5.0,2,2.46339,9811.6,4921.83,13.6719,0.047297087999999994,1355.7380205416362,0.0011861324
150361911,2.0,13,2.49396,49420.2,3809.35,42.0678,0.03740940000000001,1654.025762716273,0.01835075
150442264,1.0,1,2.98134,49408.6,7798.48,77.794,0.04173875999999999,1326.9806349620044,0.0012636781
150443185,2.0,6,5.18726,32724.8,208008.0,79.8358,0.04149808,1468.755869501536,0.026276171
152362660,16.0,5,3.16675,7208.44,3.96e6,5.25361,0.03364671874999997,1441.1632357609515,0.038993895
152507230,6.0,5,1.86988,6546.5,2.43e7,5.12295,0.03365784,1438.9225443275889,0.1929352
152592870,9.0,4,4.62452,14510.0,8.15e6,15.8216,0.03494081777777778,1414.9545545830933,0.06554794
152825521,2.0,1,1.48642,22725.9,8.01e6,14.5564,0.05202470000000002,1326.6672007527804,0.09790552
153166843,6.0,6,5.79525,31823.1,570968.0,32.984,0.03670325,1469.4819994471422,0.06124717
153709888,2.0,4,4.33276,8853.53,929.477,39.3239,0.03899484,1414.802172342556,0.0057988763
153742549,1.0,5,6.07008,27407.2,2106.15,82.3544,0.16996224000000001,1442.264232108562,0.004191935
155540827,1.0,2,1.82523,27774.3,122262.0,67.2413,0.05840736000000001,1355.3202589098346,0.0106910765
156215585,2.0,4,2.96054,12906.8,10073.6,17.771,0.06809241999999997,1413.3364061399684,0.002199918
156241056,1.0,6,1.78016,27538.0,350099.0,37.8997,0.035603199999999995,1469.5721521500918,0.031933427
156832130,7.0,7,3.40998,7313.12,142011.0,5.28258,0.04286832000000002,1494.0538106440472,0.0066356063
157175641,5.0,10,1.85127,4302.0,2.43e7,4.59713,0.03776590800000003,1572.0815052897967,0.058825195
157754133,5.0,9,5.7395,49321.2,221636.0,39.4227,0.0367328,1548.1978736058638,0.018216193
158150633,3.0,9,6.23517,41328.1,3245.98,58.2878,0.045724579999999994,1547.4689441395099,0.018279374
158329676,5.0,9,7.66787,37973.7,163271.0,45.5571,0.04294007199999999,1547.1776341365805,0.026639283
158582801,5.0,2,5.40076,40277.8,498246.0,37.8507,0.04536638400000002,1354.7967319665831,0.0684627
158582802,2.0,2,4.32051,43622.2,630778.0,40.6428,0.03456408,1358.0371527260572,0.06028393
158673914,11.0,9,4.10705,5831.79,7.78e6,4.88129,0.03584334545454541,1546.4019569395527,0.09428671
158713903,1.0,10,3.59438,43455.9,11351.6,71.4662,0.04313256000000001,1571.6031027006745,0.021791369
159493588,17.0,11,3.00378,5137.92,1.26e7,4.91742,0.03569197411764707,1600.889436481205,0.049726665
159803421,12.0,12,3.31361,12448.8,13269.5,12.3174,0.028165685000000027,1631.470398779574,0.0017920434
159897979,1.0,3,5.595,12985.4,1298.73,112.663,0.04476,1389.425472176379,0.0012303591
159950145,17.0,4,3.35809,7610.36,2.36e6,6.21424,0.03397596941176473,1411.0236124133023,0.10380006
160036449,3.0,1,5.67955,44329.4,37232.0,58.9242,0.037863666666666664,1328.7320798712274,0.020124733
160065970,4.0,2,5.47325,46272.3,14218.9,37.7146,0.043786,1358.0654216387657,0.016693532
160085375,5.0,2,7.01492,41618.4,46918.5,39.3285,0.03928355199999999,1359.9937696287705,0.02071789
160150808,10.0,11,3.73983,8214.79,10591.0,9.78034,0.0373983,1600.0892878901043,0.028229594
160159932,2.0,11,1.59846,11095.6,21376.8,10.5553,0.03516612,1600.8086056006027,0.0045621693
160196709,13.0,3,3.98567,3393.83,1.76e6,4.19818,0.033724900000000016,1388.1526866523786,0.091590226
160328766,1.0,6,10.3161,13556.1,854.09,115.215,0.061896599999999996,1470.0325335300538,0.0017769933
161262226,4.0,1,1.22921,4827.83,1.37e7,4.6056,0.033803275000000015,1325.3823233022329,0.083652675
161570793,2.0,5,0.552504,4045.78,421493.0,4.29243,0.03370274399999998,1438.1227056687446,0.022260517
161988269,4.0,12,5.02725,23310.8,11442.7,38.3726,0.047758874999999985,1633.8996938181654,0.0015272498
162585265,8.0,10,4.09885,16710.9,3.24e7,10.0193,0.03586493749999999,1573.639641777463,0.15541834
162585282,11.0,10,5.63524,15330.1,102848.0,8.79848,0.03381144000000001,1574.1493775396923,0.10747853
164681172,2.0,3,9.81298,16154.4,41269.3,109.033,0.049064899999999995,1393.1112792575527,0.024821043
164720673,10.0,3,3.65967,3347.15,307384.0,4.11147,0.03440089800000001,1389.4112273531061,0.01463604
164775666,6.0,3,1.90099,4886.77,5.65e7,5.46058,0.03421781999999998,1387.8360146869336,0.22304308
164776925,14.0,3,2.38541,6353.2,1.48e7,5.60466,0.03407728571428568,1387.3527365444813,0.13882583
165186801,5.0,5,5.24813,40527.6,997656.0,35.0145,0.035687284,1440.2654003186522,0.107067585
166319733,18.0,11,2.53968,2660.06,58211.0,4.09916,0.03414458666666669,1600.5588394314761,0.023937047
166624433,1.0,11,2.48276,15622.5,298132.0,80.2462,0.03972416,1600.061551862173,0.017203808
166660531,5.0,11,1.71579,3920.51,5.93e7,5.0085,0.03431579999999998,1600.9742365294671,0.073177695
166969516,8.0,11,3.47191,8137.8,213709.0,5.14125,0.03558707749999998,1600.6014425715491,0.019960046
167005326,4.0,9,2.88168,9226.86,1745.33,16.1801,0.034580159999999985,1546.649903888146,0.010575622
167007869,8.0,1,4.40779,3105.41,2121.54,10.6357,0.04297595249999998,1328.5526024332291,0.0003966391
167304040,2.0,11,5.81945,20120.2,1054.8,72.3244,0.04655559999999999,1601.5740253563592,0.0035145879
167338355,20.0,13,2.8836,3672.27,1.7e6,3.90922,0.0397936800000001,1655.2532769719357,0.15449527
167673754,12.0,5,6.78268,12981.5,25790.5,5.61965,0.04182652666666666,1439.7221104699254,0.007116884
167692429,1.0,12,10.2801,107016.0,1515.6,163.928,0.06168059999999999,1628.209499293556,0.007455498
167694820,8.0,13,4.17747,21220.0,48007.1,9.43092,0.034464127500000004,1654.1495312701788,0.038272798
167719897,16.0,12,4.10637,5452.3,11100.1,5.07578,0.03798392250000003,1625.6182898816194,0.008346379
167722431,9.0,9,4.87054,22509.2,305183.0,11.6012,0.034634951111111124,1546.9693121238863,0.023986876
167795859,2.0,10,6.21235,6507.33,275.884,49.8416,0.06212349999999999,1570.687100455154,0.016260803
167812449,1.0,12,4.23566,12592.4,460.277,75.2346,0.06777056000000002,1629.0593455887426,0.0057946146
167890109,5.0,12,1.8849,10825.2,844094.0,6.64039,0.039205920000000005,1626.6460127664293,0.13288164
167891342,4.0,10,2.53419,13434.5,9387.44,10.47,0.04054704000000001,1570.9344099451641,0.014260471
168276785,7.0,9,4.02036,33971.3,550529.0,15.9061,0.03446022857142856,1544.5740960505912,0.020188242
168384614,1.0,9,2.26756,31497.4,187914.0,44.348,0.03628096,1544.4841614772888,0.003384322
168674931,7.0,4,6.30939,38497.5,3.14e6,26.9707,0.03605365714285714,1412.3608050296766,0.036376894
168675489,7.0,5,3.2248,10506.6,360141.0,6.06674,0.03409074285714286,1439.784454380577,0.019031078
168697816,3.0,5,2.0762,5176.23,1917.23,11.3577,0.04152400000000001,1438.1981564290202,0.0027147532
168851294,5.0,5,3.21568,22210.4,10483.5,17.5563,0.04759206399999995,1439.0096005256494,0.010408878
169168102,3.0,7,7.49852,32928.0,667658.0,54.7093,0.049990133333333325,1493.9264490320859,0.011316538
169316288,2.0,13,1.118,23312.2,42653.7,14.2068,0.036894000000000024,1658.2856994834037,0.008270204
169468632,8.0,11,5.19678,4718.89,15488.3,6.04481,0.040275045000000016,1600.0640669992083,0.00040084124
169532543,3.0,5,2.74617,24349.8,412508.0,30.0351,0.03478482,1440.4849787425076,0.028761983
169573910,2.0,13,2.87928,31662.5,13022.3,40.2584,0.03743064,1660.1482724591708,0.0024048686
170676440,5.0,5,3.17098,16140.1,56933.9,8.39648,0.039320152,1439.5495707750822,0.007186532
173038281,1.0,7,4.309,16477.5,1006.29,89.4658,0.051708000000000004,1492.0418558241884,0.0031428635
173077938,5.0,7,6.48531,9336.54,3073.29,16.6322,0.038911860000000006,1496.421751009695,0.0013459921
175182754,1.0,7,3.80902,56586.4,6712.02,108.288,0.05332628,1492.23599588825,0.0033167303
175405906,1.0,2,2.0135,35715.8,7904.4,59.6538,0.052351000000000016,1356.099913684037,0.014115602
175458611,8.0,2,2.6882,3909.21,6.44e7,4.10873,0.03897890000000002,1354.473745728281,0.08720428
176591772,1.0,6,7.75915,39473.6,1687.62,103.104,0.0620732,1472.7459113809493,0.0049366653
176863340,2.0,8,1.94813,4278.51,3646.77,10.6288,0.03896259999999999,1519.104330427382,0.00117746
176937887,7.0,10,4.60222,18740.2,90043.1,11.8228,0.034187920000000004,1572.5153525345768,0.014111757
176958076,13.0,13,2.61921,9053.92,3.5e6,5.205,0.03787780615384615,1654.510959992529,0.027841598
177118376,5.0,12,1.02826,4700.87,25099.4,4.83949,0.03496084000000005,1625.7976012575166,0.014797568
177160057,1.0,13,10.222,3628.81,610.09,83.2989,0.061332,1656.115388269305,0.00175713
177258700,3.0,13,2.06412,14032.4,15984.7,8.12829,0.04265848000000003,1654.3984155635924,0.0057800114
177631209,5.0,12,10.721,17665.2,242714.0,51.5231,0.07719119999999999,1634.931276336701,0.014021724
178171080,1.0,3,3.25017,47156.2,2406.68,100.668,0.045502379999999995,1388.142004838714,0.0027325153
178284729,1.0,5,2.23604,54194.7,2784.18,75.1817,0.04024872,1439.5252930564702,0.03729707
178366477,5.0,7,0.301558,9345.58,80279.0,9.20052,0.008926116800000003,1491.9030554997698,1.1164796
178723395,4.0,10,7.04656,27081.8,2300.15,50.9181,0.03875608000000001,1571.921911380026,0.009134993
178857934,4.0,5,5.70612,51328.8,138154.0,43.5687,0.03708978,1440.0980597202113,0.020808846
178858648,2.0,5,8.946,15192.9,957.641,67.0251,0.16997400000000001,1444.9044480475861,0.0017484576
178876459,8.0,8,1.53118,2746.29,62092.8,4.0879,0.0371311149999999,1518.2477371294433,0.008635849
178889597,1.0,10,1.88427,3430.02,790.366,29.9775,0.04145394,1570.925620762943,0.0010019243
178938417,1.0,5,5.97473,54804.2,6484.29,198.881,0.04779784,1443.006521322388,0.006044507
178938437,6.0,5,3.74107,22451.7,917134.0,13.7807,0.03491665333333333,1441.5926430612026,0.016759932
178996712,2.0,5,5.96578,24645.7,14683.8,41.6055,0.053692019999999986,1443.4392552668278,0.0039409995
179238861,7.0,9,8.16105,28043.7,6622.16,28.5657,0.034975928571428554,1549.8819841081686,0.0054626465
179244391,3.0,6,0.856449,4068.69,2.52e7,4.50196,0.03368699399999996,1468.4120276160695,0.17098933
179368346,10.0,11,2.62664,2639.44,1.2e7,3.8788,0.03729828799999994,1600.0240871945393,0.16872847
179410793,2.0,11,7.83191,67733.8,12094.3,116.121,0.05482336999999999,1606.4435574434144,0.014780879
179985566,2.0,2,11.0383,15077.0,1690.1,151.805,0.0220766,1363.4349292873785,0.00021247566
180412528,1.0,13,4.58691,99741.8,6508.67,88.1658,0.07339056,1656.5579263118348,0.015971422
180724703,2.0,2,2.24537,29377.1,180338.0,44.7689,0.04041665999999999,1356.1732390752256,0.0284158
180730928,7.0,8,3.97241,16953.3,38764.0,20.0165,0.03631917714285713,1517.725436236322,0.002970308
180943676,1.0,6,8.418,22624.3,862.979,152.267,0.06734399999999999,1471.4231878014932,0.0073441565
181043970,7.0,1,6.09645,31301.7,7.83e6,27.5261,0.03483685714285714,1330.1799140751955,0.17313051
181150051,7.0,10,7.28176,42890.6,318053.0,31.5122,0.03952955428571429,1577.8673694815923,0.03034401
181233908,2.0,1,5.595,48429.5,35936.7,79.3248,0.039165000000000005,1327.6727642393664,0.003163308
181341926,3.0,13,3.01632,33141.3,529692.0,36.6424,0.04021759999999999,1660.0800378091972,0.04856497
182894226,10.0,13,4.08657,7032.26,834396.0,4.91491,0.03432718799999999,1660.8298692631886,0.04317987
183532876,10.0,2,1.67175,8082.1,4.55e6,5.25637,0.03443805000000001,1354.8845982167106,0.03272885
183537458,19.0,2,4.32988,13293.4,200863.0,7.49782,0.034183263157894724,1356.7870882097834,0.009886473
183596242,13.0,2,5.79236,17206.5,1.25e7,9.64083,0.04099208615384615,1358.959206545445,0.12749231
185805011,2.0,8,4.01099,3787.76,787.41,18.5029,0.044120889999999996,1518.4005129983955,0.04247573
186544053,1.0,8,8.91177,3413.77,215.858,46.4852,0.05347062000000001,1518.164100505365,0.0048877
188594653,13.0,2,2.43157,7276.1,625982.0,5.15692,0.0344160676923077,1356.2209952033093,0.05952695
188630094,7.0,2,6.0388,26875.5,2.95e6,23.9364,0.0362328,1359.172210196656,0.09442398
189443737,1.0,8,8.50827,2902.98,223.1,61.5794,0.0850827,1523.659664516894,0.0023373961
189476500,6.0,8,3.88986,19930.4,2.22e7,12.2334,0.035008739999999976,1520.65656257552,0.028632581
189639080,5.0,9,7.83321,8362.56,435.221,32.7883,0.043865976,1547.0627338318473,0.08264643
191926695,2.0,8,3.87046,20232.9,9928.11,35.6051,0.06579781999999999,1518.4159727385786,0.004178971
192087959,11.0,8,13.6041,17564.9,24237.3,24.9284,0.04204903636363635,1525.5068855548013,0.003563434
193092806,4.0,9,0.474041,13776.7,88932.1,11.3859,0.037449238999999995,1544.7869293930391,0.44091028
197735761,11.0,1,6.62183,21803.4,60410.1,9.36104,0.03491510363636366,1329.205975357875,0.022301853
197886566,6.0,4,2.61659,17141.7,13256.7,14.5401,0.029654686666666638,1411.500320384286,0.0041772127
197908268,6.0,3,5.47873,46192.4,41042.3,31.7901,0.040177353333333304,1386.7307994465684,0.010534167
197933923,5.0,4,2.45029,10838.7,3.86e7,7.60533,0.034304060000000004,1413.1424966903483,0.060515314
198008281,2.0,4,0.526259,3365.11,3.04e6,4.21912,0.03368057600000003,1410.9660425764184,0.015327334
198011271,2.0,4,3.86723,27442.1,298659.0,45.5498,0.0386723,1412.871470421744,0.066179305
198037741,4.0,5,3.12012,29734.3,589880.0,22.9882,0.03432131999999999,1441.0970324199675,0.017278671
198051336,7.0,4,4.49308,28819.4,448619.0,17.5498,0.03466090285714286,1411.8193115511754,0.04290542
198076334,6.0,5,2.34794,33958.9,274160.0,15.3131,0.03443645333333334,1439.1507364108825,0.008531064
200282468,4.0,5,3.40771,13277.3,64929.4,8.94935,0.040892519999999995,1438.96098608445,0.0020437539
